Florida,OFF-ST-10003282,Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers,95.616,9.562,,CA-2017-139619
Minnesota,TEC-AC-10000171,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack,45.98,19.771,,CA-2016-118255
Minnesota,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,8.206,,CA-2016-118255
Michigan,OFF-ST-10001713,Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black,211.96,8.478,,CA-2014-146703
Delaware,TEC-AC-10002167,Imation?8gb Micro Traveldrive Usb 2.0?Flash Drive,45.0,4.95,,CA-2016-169194
Delaware,TEC-PH-10003988,LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite,21.8,6.104,,CA-2016-169194
Indiana,OFF-BI-10004410,C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack,38.22,17.963,,CA-2015-115742
Indiana,OFF-LA-10002762,Avery 485,75.18,35.335,,CA-2015-115742
Indiana,FUR-FU-10001706,Longer-Life Soft White Bulbs,6.16,2.957,,CA-2015-115742
Indiana,FUR-CH-10003061,Global Leather Task Chair, Black,89.99,17.098,,CA-2015-115742
New York,OFF-FA-10000304,Advantus Push Pins,15.26,6.257,,CA-2016-105816
New York,TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,1029.95,298.685,,CA-2016-105816
New York,OFF-ST-10000604,Home/Office Personal File Carts,208.56,52.14,Yes,CA-2016-111682
New York,OFF-PA-10001569,Xerox 232,32.4,15.552,Yes,CA-2016-111682
New York,FUR-CH-10003968,Novimex Turbo Task Chair,319.41,7.098,Yes,CA-2016-111682
New York,OFF-PA-10000587,Array Parchment Paper, Assorted Colors,14.56,6.989,Yes,CA-2016-111682
New York,TEC-AC-10002167,Imation?8gb Micro Traveldrive Usb 2.0?Flash Drive,30.0,3.3,Yes,CA-2016-111682
New York,OFF-BI-10001460,Plastic Binding Combs,48.48,16.362,Yes,CA-2016-111682
New York,OFF-AR-10001868,Prang Dustless Chalk Sticks,1.68,0.84,Yes,CA-2016-111682
California,TEC-AC-10004633,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack,13.98,6.151,,CA-2015-135545
California,OFF-BI-10001078,Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11",25.824,9.361,,CA-2015-135545
California,OFF-PA-10003892,Xerox 1943,146.73,68.963,,CA-2015-135545
California,FUR-FU-10000397,Luxo Economy Swing Arm Lamp,79.76,22.333,,CA-2015-135545
Illinois,FUR-CH-10001146,Global Value Mid-Back Manager's Chair, Gray,213.115,-15.223,,US-2015-164175
Arizona,OFF-AR-10002671,Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige,1113.024,111.302,,CA-2014-106376
Arizona,TEC-PH-10002726,netTALK DUO VoIP Telephone Service,167.968,62.988,,CA-2014-106376
Virginia,OFF-PA-10000482,Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate,75.88,35.664,,CA-2016-119823
New York,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1.731,,CA-2016-106075
Michigan,OFF-PA-10004675,Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16",19.05,8.763,,CA-2017-114440
Tennessee,FUR-CH-10000513,High-Back Leather Manager's Chair,831.936,-114.391,,US-2015-134026
Tennessee,FUR-FU-10003708,Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36" x 48",97.04,1.213,,US-2015-134026
Tennessee,OFF-ST-10004123,Safco Industrial Wire Shelving System,72.784,-18.196,,US-2015-134026
Texas,OFF-BI-10004182,Economy Binders,1.248,-1.934,,US-2017-118038
Texas,FUR-FU-10000260,6" Cubicle Wall Clock, Black,9.708,-5.825,,US-2017-118038
Texas,OFF-ST-10000615,SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h,27.24,2.724,,US-2017-118038
Texas,FUR-FU-10003194,Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak,19.3,-14.475,,US-2014-147606
Alabama,OFF-AP-10002118,1.7 Cubic Foot Compact "Cube" Office Refrigerators,208.16,56.203,,CA-2016-127208
Alabama,OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,8.035,,CA-2016-127208
California,OFF-AR-10002053,Premium Writing Pencils, Soft, #2 by Central Association for the Blind,14.9,4.172,,CA-2014-139451
California,OFF-ST-10002370,Sortfiler Multipurpose Personal File Organizer, Black,21.39,6.203,,CA-2014-139451
North Carolina,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,62.807,,CA-2015-149734
Illinois,OFF-ST-10003656,Safco Industrial Wire Shelving,230.376,-48.955,,US-2017-119662
South Carolina,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,301.96,33.216,,CA-2017-140088
Minnesota,TEC-AC-10001998,Logitech?LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,6.797,,CA-2017-155558
Minnesota,OFF-LA-10000134,Avery 511,6.16,2.957,,CA-2017-155558
Texas,OFF-ST-10003442,Eldon Portable Mobile Manager,158.368,13.857,,CA-2016-159695
California,OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,20.1,6.633,Yes,CA-2016-109806
California,TEC-PH-10004093,Panasonic Kx-TS550,73.584,8.278,Yes,CA-2016-109806
California,OFF-PA-10000304,Xerox 1995,6.48,3.11,Yes,CA-2016-109806
Minnesota,OFF-PA-10003177,Xerox 1999,12.96,6.221,,CA-2015-149587
Minnesota,FUR-FU-10003799,Seth Thomas 13 1/2" Wall Clock,53.34,16.535,,CA-2015-149587
Minnesota,OFF-BI-10002852,Ibico Standard Transparent Covers,32.96,16.15,,CA-2015-149587
Oregon,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,5.682,-3.788,,US-2017-109484
New York,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,96.53,40.543,,CA-2017-161018
California,OFF-BI-10001721,Trimflex Flexible Post Binders,51.312,17.959,,CA-2017-157833
Minnesota,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,77.88,22.585,,CA-2016-149223
Illinois,OFF-PA-10003256,Avery Personal Creations Heavyweight Cards,64.624,22.618,,CA-2016-158568
Illinois,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,-10.797,,CA-2016-158568
Illinois,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,1.788,-3.04,,CA-2016-158568
Minnesota,OFF-PA-10004040,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,11.721,,CA-2016-129903
Colorado,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,238.896,-26.876,,US-2015-156867
Colorado,FUR-FU-10004006,Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting,102.36,-3.839,,US-2015-156867
Colorado,OFF-BI-10002794,Avery Trapezoid Ring Binder, 3" Capacity, Black, 1040 sheets,36.882,-25.817,,US-2015-156867
North Carolina,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,17.602,,CA-2017-119004
North Carolina,TEC-PH-10002844,Speck Products Candyshell Flip Case,27.992,2.099,,CA-2017-119004
North Carolina,OFF-AR-10000390,Newell Chalk Holder,3.304,1.074,,CA-2017-119004
Illinois,TEC-AC-10000844,Logitech?Gaming G510s - Keyboard,339.96,67.992,,CA-2015-129476
New York,FUR-FU-10001934,Magnifier Swing Arm Lamp,41.96,10.91,,CA-2017-146780
Iowa,OFF-AR-10000380,Hunt PowerHouse Electric Pencil Sharpener, Blue,75.96,22.788,,CA-2016-128867
Iowa,OFF-BI-10003981,Avery Durable Plastic 1" Binders,27.24,13.348,,CA-2016-128867
Ohio,OFF-FA-10000621,OIC Colored Binder Clips, Assorted Sizes,40.096,14.535,,CA-2014-115259
Ohio,OFF-EN-10002600,Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2,4.72,1.652,,CA-2014-115259
Ohio,OFF-PA-10004965,Xerox 1921,23.976,7.492,,CA-2014-115259
Ohio,OFF-EN-10002504,Tyvek  Top-Opening Peel & Seel Envelopes, Plain White,130.464,44.032,,CA-2014-115259
Washington,FUR-TA-10001768,Hon Racetrack Conference Tables,787.53,165.381,,CA-2015-110457
Tennessee,OFF-BI-10003650,GBC DocuBind 300 Electric Binding Machine,157.794,-115.716,,US-2015-136476
Delaware,FUR-FU-10002157,Artistic Insta-Plaque,47.04,18.346,,CA-2016-103730
Delaware,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,30.84,13.878,,CA-2016-103730
Delaware,OFF-ST-10000777,Companion Letter/Legal File, Black,226.56,63.437,,CA-2016-103730
Delaware,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,115.02,51.759,,CA-2016-103730
Delaware,TEC-PH-10003875,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,19.732,,CA-2016-103730
Texas,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,600.558,-8.579,,US-2014-152030
Illinois,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,617.7,-407.682,,US-2014-134614
Arizona,OFF-BI-10003274,Avery Durable Slant Ring Binders, No Labels,2.388,-1.831,,US-2017-107272
Arizona,OFF-ST-10002974,Trav-L-File Heavy-Duty Shuttle II, Black,243.992,30.499,,US-2017-107272
California,FUR-CH-10001146,Global Task Chair, Black,81.424,-9.16,,US-2016-125969
California,FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,26.242,,US-2016-125969
Ohio,TEC-PH-10002293,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,-11.994,,US-2017-164147
Ohio,OFF-PA-10002377,Xerox 1916,78.304,29.364,,US-2017-164147
Ohio,OFF-FA-10002780,Staples,21.456,6.973,,US-2017-164147
California,OFF-PA-10001804,Xerox 195,20.04,9.619,Yes,CA-2016-145583
California,OFF-PA-10001736,Xerox 1880,35.44,16.657,Yes,CA-2016-145583
California,OFF-AR-10001149,Sanford Colorific Colored Pencils, 12/Box,11.52,3.456,Yes,CA-2016-145583
California,OFF-FA-10002988,Ideal Clamps,4.02,1.97,Yes,CA-2016-145583
California,OFF-BI-10004781,GBC Wire Binding Strips,76.176,26.662,Yes,CA-2016-145583
California,OFF-SU-10001218,Fiskars Softgrip Scissors,65.88,18.446,Yes,CA-2016-145583
California,FUR-FU-10001706,Longer-Life Soft White Bulbs,43.12,20.698,Yes,CA-2016-145583
Pennsylvania,FUR-FU-10004848,Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock,82.8,10.35,,CA-2016-110366
California,OFF-AR-10000940,Newell 343,8.82,2.381,,CA-2017-106180
California,OFF-EN-10004030,Convenience Packs of Business Envelopes,10.86,5.104,,CA-2017-106180
California,OFF-PA-10004327,Xerox 1911,143.7,68.976,,CA-2017-106180
Missouri,OFF-AP-10001058,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,218.252,,CA-2017-155376
California,OFF-ST-10003656,Safco Industrial Wire Shelving,671.93,20.158,,CA-2015-110744
Ohio,FUR-FU-10000521,Seth Thomas 14" Putty-Colored Wall Clock,93.888,12.91,,CA-2014-110072
Wisconsin,TEC-PH-10000215,Plantronics Cordless?Phone Headset?with In-line Volume - M214C,384.45,103.802,,CA-2016-114489
Wisconsin,TEC-PH-10001448,Anker Astro 15000mAh USB Portable Charger,149.97,5.999,,CA-2016-114489
Wisconsin,FUR-CH-10000454,Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back,1951.84,585.552,,CA-2016-114489
Wisconsin,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,171.55,80.629,,CA-2016-114489
Arizona,OFF-AP-10000326,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,17.766,,CA-2016-158834
Arizona,TEC-PH-10001254,Jabra BIZ 2300 Duo QD Duo Corded?Headset,203.184,15.239,,CA-2016-158834
California,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,26.271,,CA-2015-124919
California,OFF-PA-10002254,Xerox 1883,105.52,48.539,,CA-2015-124919
California,OFF-ST-10001590,Tenex Personal Project File with Scoop Front Design, Black,80.88,21.029,,CA-2015-124919
Washington,OFF-AR-10001547,Newell 311,6.63,1.79,,CA-2015-118948
Washington,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,457.568,51.476,,CA-2014-104269
Oklahoma,OFF-LA-10002475,Avery 519,14.62,6.871,,CA-2016-114104
Oklahoma,TEC-PH-10004536,Avaya 5420 Digital phone,944.93,236.233,,CA-2016-114104
California,OFF-PA-10002751,Xerox 1920,5.98,2.691,,CA-2016-162733
Pennsylvania,TEC-AC-10003657,Lenovo 17-Key USB Numeric Keypad,54.384,1.36,,CA-2015-119697
New Mexico,OFF-EN-10001990,Staple envelope,28.4,13.348,,CA-2016-154508
Washington,OFF-BI-10004002,Wilson Jones International Size A4 Ring Binders,27.68,9.688,,CA-2016-113817
Texas,OFF-AR-10004441,BIC Brite Liner Highlighters,9.936,2.732,,CA-2014-139892
Texas,TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,8159.952,-1359.992,,CA-2014-139892
Texas,OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,275.928,-58.635,,CA-2014-139892
Texas,FUR-CH-10004287,SAFCO Arco Folding Chair,1740.06,-24.858,,CA-2014-139892
Texas,OFF-AR-10002656,Sanford Liquid Accent Highlighters,32.064,6.814,,CA-2014-139892
Texas,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,177.98,-453.849,,CA-2014-139892
Texas,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,143.976,8.999,,CA-2014-139892
California,OFF-PA-10000659,Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6? x 11?,20.94,9.842,,CA-2014-118962
California,OFF-PA-10001144,Xerox 1913,110.96,53.261,,CA-2014-118962
California,FUR-CH-10003817,Global Value Steno Chair, Gray,340.144,21.259,,CA-2014-118962
Illinois,OFF-AP-10000891,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,-131.12,,US-2014-100853
Illinois,OFF-LA-10003148,Avery 51,20.16,6.552,,US-2014-100853
Texas,OFF-AP-10002684,Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection,97.264,-243.16,,US-2017-152366
Ohio,FUR-CH-10004698,Padded Folding Chairs, Black, 4/Carton,396.802,-11.337,,US-2015-101511
Ohio,OFF-SU-10002189,Acme Rosewood Handle Letter Opener,15.88,-3.772,,US-2015-101511
New York,OFF-AR-10001940,Sanford Colorific Eraseable Coloring Pencils, 12 Count,3.28,1.41,,CA-2015-137225
Illinois,OFF-ST-10003455,Tenex File Box, Personal Filing Tote with Lid, Black,24.816,1.861,,CA-2014-166191
Illinois,TEC-AC-10004659,Imation?Secure+ Hardware Encrypted USB 2.0?Flash Drive; 16GB,408.744,76.639,,CA-2014-166191
Louisiana,TEC-PH-10003273,AT&T TR1909W,503.96,131.03,,CA-2014-158274
Louisiana,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),149.95,41.986,,CA-2014-158274
Louisiana,TEC-AC-10002345,HP Standard 104 key PS/2 Keyboard,29.0,7.25,,CA-2014-158274
Connecticut,OFF-BI-10001890,Avery Poly Binder Pockets,7.16,3.437,,CA-2016-105018
California,TEC-AC-10002323,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,22.984,,CA-2014-123260
Texas,OFF-ST-10001328,Personal Filing Tote with Lid, Black/Gray,37.224,3.722,,CA-2016-157000
Texas,OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,6.255,,CA-2016-157000
New York,FUR-BO-10002613,Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors,899.136,112.392,,CA-2015-102281
New York,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,20.093,,CA-2015-102281
New York,OFF-PA-10000061,Xerox 205,51.84,24.883,,CA-2015-102281
New York,FUR-BO-10002545,Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors,626.352,46.976,,CA-2015-102281
New York,OFF-AR-10003514,4009 Highlighters by Sanford,19.9,6.567,,CA-2015-102281
California,OFF-EN-10001509,Poly String Tie Envelopes,14.28,6.712,,CA-2015-131457
Ohio,OFF-AR-10004685,Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set,7.408,1.204,,CA-2014-140004
Ohio,OFF-AR-10004027,Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box,6.048,1.588,,CA-2014-140004
New Jersey,OFF-ST-10001414,Decoflex Hanging Personal Folder File,46.26,12.028,,CA-2017-107720
Pennsylvania,OFF-BI-10000343,Pressboard Covers with Storage Hooks, 9 1/2" x 11", Light Blue,2.946,-2.259,,US-2017-124303
Pennsylvania,OFF-PA-10002749,Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page,16.056,5.82,,US-2017-124303
Ohio,OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,6.795,,CA-2017-105074
Colorado,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,-161.875,Yes,CA-2014-133690
Colorado,OFF-AP-10003622,Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack,2.6,0.292,Yes,CA-2014-133690
Texas,OFF-AP-10003217,Eureka Sanitaire  Commercial Upright,66.284,-178.967,,US-2017-116701
Tennessee,FUR-FU-10002960,Eldon 200 Class Desk Accessories, Burgundy,35.168,9.671,,CA-2017-126382
California,TEC-PH-10001918,Nortel Business Series Terminal T7208 Digital phone,444.768,44.477,,CA-2017-108329
Michigan,OFF-ST-10000642,Tennsco Lockers, Gray,83.92,5.874,,CA-2017-135860
Michigan,TEC-PH-10001700,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,35.635,,CA-2017-135860
Michigan,OFF-BI-10003274,Avery Durable Slant Ring Binders, No Labels,15.92,7.482,,CA-2017-135860
Michigan,OFF-FA-10000134,Advantus Push Pins, Aluminum Head,52.29,16.21,,CA-2017-135860
Michigan,OFF-ST-10001522,Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h,91.99,3.68,,CA-2017-135860
Texas,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,20.8,6.5,,CA-2015-101007
Ohio,OFF-LA-10004544,Avery 505,23.68,8.88,Yes,CA-2015-146262
Ohio,FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,-244.323,Yes,CA-2015-146262
Ohio,TEC-PH-10002844,Speck Products Candyshell Flip Case,62.982,-14.696,Yes,CA-2015-146262
Ohio,TEC-MA-10000864,Cisco 9971 IP Video Phone Charcoal,1188.0,-950.4,Yes,CA-2015-146262
Ohio,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,4.479,Yes,CA-2015-146262
California,OFF-ST-10001328,Personal Filing Tote with Lid, Black/Gray,93.06,26.057,,CA-2016-130162
California,TEC-PH-10002563,Adtran 1202752G1,302.376,22.678,,CA-2016-130162
Ohio,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,5.584,1.815,Yes,CA-2015-169397
Ohio,OFF-PA-10004000,While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle,22.704,8.23,Yes,CA-2015-169397
Ohio,OFF-BI-10002852,Ibico Standard Transparent Covers,19.776,-13.843,Yes,CA-2015-169397
Ohio,FUR-FU-10000087,Executive Impressions 14" Two-Color Numerals Wall Clock,72.704,19.085,Yes,CA-2015-169397
Ohio,TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,-383.99,Yes,CA-2015-169397
Ohio,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,2.717,Yes,CA-2015-169397
Michigan,OFF-AR-10001026,Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow,2.2,0.968,,CA-2015-163055
Michigan,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,622.45,136.939,,CA-2015-163055
Michigan,OFF-ST-10002485,Rogers Deluxe File Chest,21.98,0.22,,CA-2015-163055
Tennessee,FUR-CH-10004860,Global Low Back Tilter Chair,161.568,-28.274,,US-2015-145436
Tennessee,FUR-CH-10004477,Global Push Button Manager's Chair, Indigo,389.696,43.841,,US-2015-145436
North Carolina,OFF-BI-10001679,GBC Instant Index System for Binding Systems,18.648,-12.432,,US-2014-156216
Florida,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,233.86,-102.048,,US-2017-100930
Florida,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,620.615,-248.246,,US-2017-100930
Florida,OFF-BI-10001679,GBC Instant Index System for Binding Systems,5.328,-3.552,,US-2017-100930
Florida,FUR-FU-10004017,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39" x 49",258.072,0.0,,US-2017-100930
Florida,TEC-AC-10003832,Logitech?P710e Mobile Speakerphone,617.976,-7.725,,US-2017-100930
California,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,4.752,,CA-2017-160514
Illinois,OFF-PA-10003349,Xerox 1957,25.92,9.396,,CA-2016-157749
Illinois,FUR-FU-10000576,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,-356.728,,CA-2016-157749
Illinois,FUR-FU-10004351,Staple-based wall hangings,11.688,-4.675,,CA-2016-157749
Illinois,TEC-PH-10000011,PureGear Roll-On Screen Protector,31.984,11.194,,CA-2016-157749
Illinois,FUR-TA-10002607,KI Conference Tables,177.225,-120.513,,CA-2016-157749
Illinois,FUR-FU-10002505,Eldon 100 Class Desk Accessories,4.044,-2.831,,CA-2016-157749
Illinois,OFF-AR-10004685,Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set,7.408,1.204,,CA-2016-157749
Minnesota,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,2001.86,580.539,,CA-2014-131926
Minnesota,OFF-ST-10002276,Safco Steel Mobile File Cart,166.72,41.68,,CA-2014-131926
Minnesota,OFF-PA-10004082,Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book,47.88,23.94,,CA-2014-131926
Minnesota,OFF-AP-10002945,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,496.072,,CA-2014-131926
Minnesota,OFF-PA-10000061,Xerox 205,25.92,12.442,,CA-2014-131926
