US-2015-134026,Consumer,-18.196
US-2017-118038,Corporate,-1.934
US-2017-118038,Corporate,-5.825
US-2017-118038,Corporate,2.724
US-2014-147606,Consumer,-14.475
CA-2016-127208,Corporate,56.203
CA-2016-127208,Corporate,8.035
CA-2014-139451,Consumer,4.172
CA-2014-139451,Consumer,6.203
CA-2015-149734,Corporate,62.807
US-2017-119662,Home Office,-48.955
CA-2017-140088,Consumer,33.216
CA-2017-155558,Consumer,6.797
CA-2017-155558,Consumer,2.957
CA-2016-159695,Home Office,13.857
CA-2016-109806,Corporate,6.633
CA-2016-109806,Corporate,8.278
CA-2016-109806,Corporate,3.11
CA-2015-149587,Consumer,6.221
CA-2015-149587,Consumer,16.535
CA-2015-149587,Consumer,16.15
US-2017-109484,Home Office,-3.788
CA-2017-161018,Home Office,40.543
CA-2017-157833,Consumer,17.959
CA-2016-149223,Corporate,22.585
CA-2016-158568,Home Office,22.618
CA-2016-158568,Home Office,-10.797
CA-2016-158568,Home Office,-3.04
CA-2016-129903,Consumer,11.721
US-2015-156867,Consumer,-26.876
US-2015-156867,Consumer,-3.839
US-2015-156867,Consumer,-25.817
CA-2017-119004,Consumer,17.602
CA-2017-119004,Consumer,2.099
CA-2017-119004,Consumer,1.074
CA-2015-129476,Home Office,67.992
CA-2017-146780,Corporate,10.91
CA-2016-128867,Consumer,22.788
CA-2016-128867,Consumer,13.348
CA-2014-115259,Consumer,14.535
CA-2014-115259,Consumer,1.652
CA-2014-115259,Consumer,7.492
CA-2014-115259,Consumer,44.032
CA-2015-110457,Consumer,165.381
US-2015-136476,Corporate,-115.716
CA-2016-103730,Consumer,18.346
CA-2016-103730,Consumer,13.878
CA-2016-103730,Consumer,63.437
CA-2016-103730,Consumer,51.759
CA-2016-103730,Consumer,19.732
US-2014-152030,Home Office,-8.579
US-2014-134614,Consumer,-407.682
US-2017-107272,Consumer,-1.831
US-2017-107272,Consumer,30.499
US-2016-125969,Home Office,-9.16
US-2016-125969,Home Office,26.242
US-2017-164147,Corporate,-11.994
US-2017-164147,Corporate,29.364
US-2017-164147,Corporate,6.973
CA-2016-145583,Consumer,9.619
CA-2016-145583,Consumer,16.657
CA-2016-145583,Consumer,3.456
CA-2016-145583,Consumer,1.97
CA-2016-145583,Consumer,26.662
CA-2016-145583,Consumer,18.446
CA-2016-145583,Consumer,20.698
CA-2016-110366,Corporate,10.35
CA-2017-106180,Corporate,2.381
CA-2017-106180,Corporate,5.104
CA-2017-106180,Corporate,68.976
CA-2017-155376,Consumer,218.252
CA-2015-110744,Consumer,20.158
CA-2014-110072,Home Office,12.91
CA-2016-114489,Corporate,103.802
CA-2016-114489,Corporate,5.999
CA-2016-114489,Corporate,585.552
CA-2016-114489,Corporate,80.629
CA-2016-158834,Home Office,17.766
CA-2016-158834,Home Office,15.239
CA-2015-124919,Corporate,26.271
CA-2015-124919,Corporate,48.539
CA-2015-124919,Corporate,21.029
CA-2015-118948,Home Office,1.79
CA-2014-104269,Consumer,51.476
CA-2016-114104,Consumer,6.871
CA-2016-114104,Consumer,236.233
CA-2016-162733,Consumer,2.691
CA-2015-119697,Consumer,1.36
CA-2016-154508,Consumer,13.348
CA-2016-113817,Consumer,9.688
CA-2014-139892,Consumer,2.732
CA-2014-139892,Consumer,-1359.992
CA-2014-139892,Consumer,-58.635
CA-2014-139892,Consumer,-24.858
CA-2014-139892,Consumer,6.814
CA-2014-139892,Consumer,-453.849
CA-2014-139892,Consumer,8.999
CA-2014-118962,Consumer,9.842
CA-2014-118962,Consumer,53.261
CA-2014-118962,Consumer,21.259
US-2014-100853,Corporate,-131.12
US-2014-100853,Corporate,6.552
US-2017-152366,Consumer,-243.16
US-2015-101511,Consumer,-11.337
US-2015-101511,Consumer,-3.772
CA-2015-137225,Home Office,1.41
CA-2014-166191,Corporate,1.861
CA-2014-166191,Corporate,76.639
CA-2014-158274,Home Office,131.03
CA-2014-158274,Home Office,41.986
CA-2014-158274,Home Office,7.25
CA-2016-105018,Consumer,3.437
CA-2014-123260,Home Office,22.984
CA-2016-157000,Corporate,3.722
CA-2016-157000,Corporate,6.255
CA-2015-102281,Home Office,112.392
CA-2015-102281,Home Office,20.093
CA-2015-102281,Home Office,24.883
CA-2015-102281,Home Office,46.976
CA-2015-102281,Home Office,6.567
CA-2015-131457,Corporate,6.712
CA-2014-140004,Consumer,1.204
CA-2014-140004,Consumer,1.588
CA-2017-107720,Home Office,12.028
US-2017-124303,Corporate,-2.259
US-2017-124303,Corporate,5.82
CA-2017-105074,Consumer,6.795
CA-2014-133690,Consumer,-161.875
CA-2014-133690,Consumer,0.292
US-2017-116701,Consumer,-178.967
CA-2017-126382,Corporate,9.671
CA-2017-108329,Consumer,44.477
CA-2017-135860,Consumer,5.874
CA-2017-135860,Consumer,35.635
CA-2017-135860,Consumer,7.482
CA-2017-135860,Consumer,16.21
CA-2017-135860,Consumer,3.68
CA-2015-101007,Corporate,6.5
CA-2015-146262,Corporate,8.88
CA-2015-146262,Corporate,-244.323
CA-2015-146262,Corporate,-14.696
CA-2015-146262,Corporate,-950.4
CA-2015-146262,Corporate,4.479
CA-2016-130162,Consumer,26.057
CA-2016-130162,Consumer,22.678
CA-2015-169397,Consumer,1.815
CA-2015-169397,Consumer,8.23
CA-2015-169397,Consumer,-13.843
CA-2015-169397,Consumer,19.085
CA-2015-169397,Consumer,-383.99
CA-2015-169397,Consumer,2.717
CA-2015-163055,Corporate,0.968
CA-2015-163055,Corporate,136.939
CA-2015-163055,Corporate,0.22
US-2015-145436,Consumer,-28.274
US-2015-145436,Consumer,43.841
US-2014-156216,Corporate,-12.432
US-2017-100930,Home Office,-102.048
US-2017-100930,Home Office,-248.246
US-2017-100930,Home Office,-3.552
US-2017-100930,Home Office,0.0
US-2017-100930,Home Office,-7.725
CA-2017-160514,Corporate,4.752
CA-2016-157749,Consumer,9.396
CA-2016-157749,Consumer,-356.728
CA-2016-157749,Consumer,-4.675
CA-2016-157749,Consumer,11.194
CA-2016-157749,Consumer,-120.513
CA-2016-157749,Consumer,-2.831
CA-2016-157749,Consumer,1.204
CA-2014-131926,Home Office,580.539
CA-2014-131926,Home Office,41.68
CA-2014-131926,Home Office,23.94
CA-2014-131926,Home Office,496.072
CA-2014-131926,Home Office,12.442
CA-2016-154739,Consumer,28.137
CA-2016-145625,Consumer,3.577
CA-2016-145625,Consumer,636.0
CA-2016-146941,Consumer,22.562
CA-2016-146941,Consumer,162.864
US-2015-159982,Corporate,-8.492
US-2015-159982,Corporate,-19.562
US-2015-159982,Corporate,4.044
US-2015-159982,Corporate,56.692
CA-2017-163139,Consumer,6.926
CA-2017-163139,Consumer,6.647
CA-2017-163139,Consumer,6.132
US-2017-155299,Corporate,-4.466
US-2014-106992,Corporate,-509.997
US-2014-106992,Corporate,-251.996
CA-2016-125318,Consumer,28.72
CA-2015-155040,Consumer,35.156
CA-2017-136826,Corporate,4.73
CA-2016-111010,Consumer,0.302
US-2017-145366,Corporate,-7.442
US-2017-145366,Corporate,21.591
CA-2017-163979,Corporate,210.494
CA-2015-155334,Consumer,92.369
CA-2015-155334,Consumer,2.323
CA-2015-155334,Consumer,4.095
CA-2017-118136,Corporate,4.057
CA-2017-118136,Corporate,1.555
CA-2017-132976,Corporate,4.077
CA-2017-132976,Corporate,5.907
CA-2017-132976,Corporate,5.971
CA-2017-132976,Corporate,8.694
US-2015-161991,Consumer,-3.432
US-2015-161991,Consumer,376.11
CA-2015-130890,Consumer,51.942
CA-2015-130883,Consumer,47.844
CA-2015-130883,Consumer,47.96
CA-2015-130883,Consumer,10.886
CA-2016-112697,Corporate,-169.372
CA-2016-112697,Corporate,24.316
CA-2016-112697,Corporate,-204.314
CA-2016-110772,Home Office,6.684
CA-2016-110772,Home Office,6.242
CA-2016-110772,Home Office,54.397
CA-2016-110772,Home Office,-48.703
CA-2014-111451,Corporate,78.859
CA-2014-111451,Corporate,20.156
CA-2014-111451,Corporate,-24.565
CA-2014-111451,Corporate,-62.88
CA-2014-111451,Corporate,9.299
CA-2016-142545,Corporate,15.552
CA-2016-142545,Corporate,10.825
CA-2016-142545,Corporate,27.317
CA-2016-142545,Corporate,38.024
CA-2016-142545,Corporate,6.569
US-2017-152380,Consumer,-131.445
CA-2015-144253,Corporate,12.864
CA-2014-130960,Corporate,2.854
CA-2014-111003,Home Office,20.921
CA-2014-111003,Home Office,83.868
CA-2017-126774,Consumer,2.005
CA-2016-142902,Corporate,3.595
CA-2016-142902,Corporate,52.511
CA-2016-142902,Corporate,1.714
CA-2016-142902,Corporate,2.036
CA-2014-120887,Corporate,37.642
CA-2014-167850,Corporate,22.298
CA-2014-167850,Corporate,5.443
CA-2014-164259,Corporate,8.674
CA-2014-164973,Home Office,24.157
CA-2014-164973,Home Office,1995.99
CA-2014-164973,Home Office,80.023
CA-2014-164973,Home Office,129.6
CA-2014-164973,Home Office,13.071
CA-2014-156601,Corporate,3.58
CA-2016-162138,Corporate,81.744
CA-2016-162138,Corporate,34.996
CA-2017-153339,Corporate,0.999
US-2016-141544,Consumer,-67.876
US-2016-141544,Consumer,3.389
US-2016-141544,Consumer,-258.502
US-2016-141544,Consumer,33.831
US-2016-141544,Consumer,-27.694
US-2016-150147,Consumer,-20.7
US-2016-150147,Consumer,-13.816
US-2016-150147,Consumer,-3.427
CA-2015-137946,Consumer,1.604
CA-2015-137946,Consumer,335.994
CA-2015-137946,Consumer,4.49
CA-2014-129924,Corporate,2.796
CA-2014-129924,Corporate,-17.459
CA-2015-128167,Consumer,2.331
CA-2014-122336,Corporate,1.116
CA-2014-122336,Corporate,-407.976
CA-2014-122336,Corporate,10.072
CA-2014-122336,Corporate,8.392
US-2015-120712,Consumer,-2.22
CA-2017-169901,Consumer,4.798
CA-2017-134306,Consumer,3.1
CA-2017-134306,Consumer,11.543
CA-2017-134306,Consumer,4.147
CA-2016-129714,Home Office,2.309
CA-2016-129714,Home Office,11.543
CA-2016-129714,Home Office,1.067
CA-2016-129714,Home Office,23.086
CA-2016-129714,Home Office,1415.43
CA-2016-138520,Consumer,-4.859
CA-2016-138520,Consumer,3.8
CA-2016-138520,Consumer,6.986
CA-2016-138520,Consumer,15.824
CA-2016-130001,Corporate,11.325
CA-2017-155698,Corporate,168.438
CA-2017-155698,Corporate,9.936
CA-2017-144904,Consumer,9.936
CA-2017-144904,Consumer,86.87
CA-2017-144904,Consumer,1.446
CA-2017-144904,Consumer,20.733
CA-2014-123344,Consumer,8.478
CA-2016-155516,Corporate,10.44
CA-2016-155516,Corporate,0.147
CA-2016-155516,Corporate,29.341
CA-2016-155516,Corporate,271.419
CA-2017-104745,Consumer,9.396
CA-2017-104745,Consumer,4.675
US-2014-119137,Consumer,-5.712
US-2014-119137,Consumer,179.189
US-2014-119137,Consumer,0.924
US-2014-119137,Consumer,-29.94
US-2016-134656,Corporate,30.98
US-2017-134481,Corporate,-297.685
CA-2015-130792,Consumer,-20.332
CA-2015-130792,Consumer,2.681
CA-2015-130792,Consumer,-18.873
CA-2016-134775,Corporate,25.48
CA-2016-134775,Corporate,17.338
CA-2015-125395,Corporate,8.799
US-2015-168935,Consumer,-157.009
US-2015-168935,Consumer,-1.05
CA-2015-122756,Corporate,-337.638
CA-2015-122756,Corporate,0.777
CA-2014-115973,Consumer,0.426
CA-2017-101798,Consumer,7.884
CA-2017-101798,Consumer,13.593
US-2014-135972,Consumer,27.718
US-2014-135972,Consumer,701.988
US-2014-134971,Corporate,-20.562
CA-2017-102946,Home Office,25.58
CA-2017-165603,Corporate,9.492
CA-2017-165603,Corporate,6.221
CA-2015-122259,Home Office,21.036
CA-2016-108987,Consumer,3.595
CA-2016-108987,Consumer,-317.153
CA-2016-108987,Consumer,-32.784
CA-2016-108987,Consumer,0.72
CA-2014-113166,Consumer,3.468
CA-2014-155208,Corporate,9.768
CA-2017-117933,Consumer,9.696
CA-2017-117457,Consumer,37.79
CA-2017-117457,Consumer,434.991
CA-2017-117457,Consumer,13.303
CA-2017-117457,Consumer,-112.953
CA-2017-117457,Consumer,4.646
CA-2017-117457,Consumer,13.608
CA-2017-117457,Consumer,27.43
CA-2017-117457,Consumer,31.455
CA-2017-117457,Consumer,-18.455
CA-2017-142636,Corporate,65.734
CA-2017-142636,Corporate,26.874
CA-2017-122105,Consumer,25.898
CA-2016-148796,Consumer,38.38
CA-2017-154816,Corporate,2.832
CA-2017-110478,Corporate,2.703
CA-2017-110478,Corporate,7.015
CA-2014-142048,Consumer,56.566
CA-2017-125388,Corporate,14.706
CA-2017-125388,Corporate,8.502
CA-2017-155705,Consumer,225.264
CA-2017-149160,Corporate,11.076
CA-2017-149160,Corporate,138.202
CA-2014-101476,Home Office,30.096
CA-2017-152275,Corporate,0.5
US-2016-123750,Home Office,-145.351
US-2016-123750,Home Office,76.639
US-2016-123750,Home Office,54.742
US-2016-123750,Home Office,-0.775
CA-2016-127369,Consumer,207.147
US-2014-150574,Consumer,-3.689
US-2014-150574,Consumer,-18.585
CA-2016-147375,Home Office,43.199
CA-2016-147375,Home Office,113.639
CA-2017-130043,Corporate,11.554
CA-2017-157252,Corporate,2.309
CA-2016-115756,Consumer,3.666
CA-2016-115756,Consumer,23.393
CA-2016-115756,Consumer,20.575
CA-2016-115756,Consumer,42.026
CA-2016-115756,Consumer,29.153
CA-2016-115756,Consumer,10.584
CA-2017-154214,Consumer,1.368
CA-2016-166674,Consumer,15.475
CA-2016-166674,Consumer,9.716
CA-2016-166674,Consumer,71.248
CA-2016-166674,Consumer,7.925
CA-2016-166674,Consumer,2.854
CA-2016-166674,Consumer,9.131
CA-2017-147277,Corporate,-75.83
CA-2017-147277,Corporate,66.541
CA-2016-100153,Corporate,24.913
US-2014-110674,Consumer,-24.294
US-2016-157945,Consumer,-96.115
US-2016-157945,Consumer,3.348
CA-2015-109638,Consumer,36.372
CA-2015-109638,Consumer,377.962
CA-2015-109638,Consumer,18.601
CA-2016-109869,Home Office,7.068
CA-2016-109869,Home Office,-814.483
CA-2016-109869,Home Office,-20.889
CA-2016-109869,Home Office,-34.758
CA-2016-109869,Home Office,5.87
US-2015-101399,Home Office,-312.061
CA-2017-154907,Corporate,-36.235
US-2016-100419,Consumer,-7.9
CA-2015-154144,Corporate,26.63
CA-2014-144666,Consumer,3.409
CA-2014-144666,Consumer,10.478
CA-2014-144666,Consumer,87.996
CA-2014-144666,Consumer,24.98
CA-2014-144666,Consumer,28.819
CA-2014-144666,Consumer,45.528
CA-2016-103891,Corporate,7.182
CA-2016-152632,Consumer,19.296
CA-2016-100790,Corporate,6.615
CA-2016-100790,Corporate,84.51
CA-2014-134677,Consumer,1.909
CA-2014-127691,Consumer,1.669
CA-2014-127691,Consumer,57.593
CA-2017-140963,Home Office,14.8
CA-2017-140963,Home Office,-30.245
CA-2017-140963,Home Office,17.498
CA-2014-154627,Consumer,341.994
CA-2014-133753,Home Office,0.599
CA-2014-133753,Home Office,10.397
CA-2014-133753,Home Office,6.157
CA-2014-113362,Consumer,8.983
CA-2014-113362,Consumer,5.092
CA-2016-169166,Consumer,13.157
US-2016-120929,Consumer,-94.941
CA-2015-134782,Consumer,51.656
CA-2016-126158,Consumer,40.37
CA-2016-126158,Consumer,81.843
CA-2016-126158,Consumer,18.118
CA-2016-126158,Consumer,22.869
US-2016-105578,Corporate,-15.08
US-2016-105578,Corporate,-11.962
US-2016-105578,Corporate,50.098
US-2016-105578,Corporate,-1.901
US-2016-105578,Corporate,11.887
CA-2017-134978,Corporate,5.373
CA-2015-145352,Consumer,0.74
CA-2015-145352,Consumer,2.168
CA-2015-145352,Consumer,11.685
CA-2015-145352,Consumer,3177.475
CA-2017-135307,Consumer,40.416
CA-2017-135307,Consumer,12.173
CA-2016-106341,Consumer,0.715
CA-2017-163405,Consumer,1.79
CA-2017-163405,Consumer,1.705
CA-2017-127432,Home Office,1379.977
CA-2017-127432,Home Office,13.891
CA-2017-127432,Home Office,5.382
CA-2017-127432,Home Office,56.301
CA-2015-157812,Consumer,5.288
CA-2015-157812,Consumer,-25.914
CA-2015-157812,Consumer,-21.168
CA-2017-145142,Corporate,21.098
US-2016-139486,Consumer,-12.415
US-2016-139486,Consumer,27.167
CA-2015-158792,Consumer,10.434
CA-2017-113558,Home Office,42.747
CA-2017-113558,Home Office,5.141
US-2015-138303,Consumer,-7.267
US-2015-138303,Consumer,-149.906
US-2015-138303,Consumer,19.692
CA-2015-102848,Corporate,11.92
US-2017-129441,Consumer,2.397
CA-2016-168753,Consumer,274.386
CA-2016-168753,Consumer,11.375
CA-2016-126613,Consumer,1.467
US-2017-122637,Consumer,-68.186
CA-2015-147851,Home Office,3.36
CA-2015-134894,Consumer,41.294
CA-2015-134894,Consumer,70.98
CA-2014-140795,Consumer,206.316
CA-2016-136924,Corporate,38.086
US-2015-120161,Consumer,-145.525
CA-2014-103849,Consumer,7.264
CA-2014-103849,Consumer,6.3
CA-2014-103849,Consumer,-84.293
CA-2017-162929,Home Office,13.932
CA-2017-162929,Home Office,6.413
CA-2015-113173,Corporate,15.642
CA-2015-113173,Corporate,-17.046
CA-2015-113173,Corporate,-1.744
CA-2016-136406,Consumer,0.0
CA-2017-112774,Consumer,6.038
CA-2017-101945,Consumer,2.571
CA-2017-100650,Corporate,310.987
CA-2014-155852,Consumer,3.405
CA-2016-113243,Consumer,9.936
CA-2016-113243,Consumer,-217.048
CA-2016-113243,Consumer,15.552
CA-2017-118731,Consumer,16.614
CA-2017-118731,Consumer,27.318
CA-2014-145576,Consumer,1.3
CA-2014-145576,Consumer,3.774
CA-2015-130736,Consumer,0.0
CA-2015-130736,Consumer,1.201
CA-2017-137099,Consumer,46.797
CA-2017-156951,Corporate,45.002
CA-2017-156951,Corporate,27.367
CA-2017-156951,Corporate,9.331
CA-2017-156951,Corporate,0.0
CA-2017-164826,Consumer,34.776
CA-2017-164826,Consumer,6.422
CA-2017-164826,Consumer,11.227
CA-2017-164826,Consumer,4.01
CA-2016-127250,Consumer,2.381
CA-2015-149713,Consumer,78.753
CA-2015-149713,Consumer,9.761
CA-2015-149713,Consumer,2.19
CA-2017-118640,Consumer,8.714
CA-2017-118640,Consumer,-5.715
CA-2015-132906,Consumer,1.546
CA-2017-145233,Consumer,52.917
CA-2017-145233,Consumer,9.239
CA-2017-145233,Consumer,3.505
CA-2017-145233,Consumer,-4.748
CA-2017-145233,Consumer,30.478
CA-2015-128139,Consumer,4.969
CA-2015-128139,Consumer,144.516
US-2016-156986,Consumer,-20.136
US-2016-156986,Consumer,7.258
US-2016-156986,Consumer,-12.896
US-2016-156986,Consumer,3.629
CA-2014-135405,Consumer,1.168
CA-2014-135405,Consumer,9.75
CA-2014-131450,Consumer,22.075
CA-2014-131450,Consumer,434.991
CA-2014-131450,Consumer,55.745
CA-2014-131450,Consumer,91.773
CA-2016-120180,Consumer,1.018
US-2016-100720,Consumer,-28.796
US-2016-100720,Consumer,-115.354
US-2016-100720,Consumer,0.73
CA-2014-149958,Consumer,17.847
CA-2014-149958,Consumer,5.141
CA-2014-149958,Consumer,-5.534
CA-2014-149958,Consumer,-31.671
CA-2014-149958,Consumer,47.815
US-2014-105767,Consumer,-2.626
US-2014-105767,Consumer,2.381
US-2014-105767,Consumer,-10.118
CA-2016-161816,Corporate,41.577
CA-2016-161816,Corporate,5.696
CA-2016-121223,Corporate,2.64
CA-2016-121223,Corporate,-157.938
CA-2017-138611,Consumer,15.992
CA-2017-138611,Consumer,-2.797
CA-2017-117947,Corporate,15.787
CA-2017-117947,Corporate,3.081
CA-2017-117947,Corporate,33.57
CA-2017-117947,Corporate,10.994
CA-2017-117947,Corporate,27.286
US-2014-111171,Consumer,-14.773
CA-2015-138009,Corporate,87.568
CA-2015-138009,Corporate,178.901
CA-2015-138009,Corporate,130.87
CA-2015-138009,Corporate,46.928
CA-2017-163020,Home Office,12.09
CA-2017-153787,Consumer,28.176
CA-2017-133431,Consumer,5.143
CA-2017-133431,Consumer,6.086
US-2016-135720,Consumer,-51.719
US-2016-135720,Consumer,29.95
US-2016-135720,Consumer,30.077
CA-2017-144694,Consumer,2.458
CA-2017-144694,Consumer,85.53
CA-2015-168004,Corporate,43.223
US-2016-123470,Consumer,-13.847
US-2016-123470,Consumer,12.233
CA-2016-115917,Home Office,272.792
CA-2016-115917,Home Office,5.013
CA-2016-147067,Corporate,6.029
CA-2017-167913,Consumer,85.904
CA-2017-167913,Consumer,12.6
CA-2017-106103,Consumer,54.333
US-2017-127719,Home Office,3.175
CA-2017-126221,Home Office,56.511
CA-2016-103947,Corporate,9.862
CA-2016-103947,Corporate,3.014
CA-2016-160745,Corporate,6.068
CA-2016-160745,Corporate,22.678
CA-2016-160745,Corporate,31.6
CA-2016-132661,Home Office,178.318
CA-2017-140844,Corporate,45.975
CA-2017-140844,Corporate,10.312
CA-2016-137239,Consumer,8.516
CA-2016-137239,Consumer,-2.654
CA-2016-137239,Consumer,45.322
US-2016-156097,Home Office,-50.098
US-2016-156097,Home Office,-3.462
CA-2015-146563,Consumer,124.929
CA-2015-146563,Consumer,-135.765
CA-2015-146563,Consumer,-118.13
CA-2015-146563,Consumer,-4.222
CA-2016-123666,Corporate,18.398
CA-2016-143308,Consumer,5.263
CA-2017-132682,Corporate,2.079
CA-2017-132682,Corporate,28.706
CA-2017-132682,Corporate,28.618
CA-2014-156314,Consumer,8.729
US-2017-106663,Home Office,-14.386
US-2017-106663,Home Office,-71.891
US-2017-106663,Home Office,11.36
CA-2017-111178,Consumer,1.712
CA-2017-130351,Consumer,16.589
CA-2017-130351,Consumer,17.505
CA-2017-130351,Consumer,40.75
US-2017-119438,Consumer,-7.392
US-2017-119438,Consumer,4.52
US-2017-119438,Consumer,-41.262
US-2017-119438,Consumer,-320.24
CA-2016-164511,Consumer,4.664
CA-2016-164511,Consumer,2.598
CA-2016-164511,Consumer,18.522
US-2017-168116,Corporate,-3839.99
US-2017-168116,Corporate,14.651
CA-2014-157784,Consumer,163.19
CA-2014-157784,Consumer,6.871
CA-2014-157784,Consumer,9.331
CA-2017-161480,Consumer,4.8
US-2014-117135,Consumer,14.561
US-2014-117135,Consumer,74.053
US-2014-117135,Consumer,10.315
CA-2015-131534,Consumer,24.936
CA-2015-131534,Consumer,16.032
CA-2015-119291,Home Office,17.349
CA-2015-119291,Home Office,17.76
CA-2015-119291,Home Office,62.807
CA-2015-119291,Home Office,31.751
CA-2015-119291,Home Office,0.809
CA-2015-119291,Home Office,-13.631
CA-2015-119291,Home Office,-3.427
CA-2017-114552,Corporate,4.145
CA-2016-163755,Corporate,35.68
CA-2015-142027,Consumer,-13.872
CA-2014-138527,Corporate,3.629
CA-2014-138527,Corporate,18.769
CA-2014-138527,Corporate,2.282
CA-2014-112158,Consumer,52.782
CA-2014-112158,Consumer,-110.49
CA-2014-112158,Consumer,15.768
CA-2014-113887,Home Office,26.63
CA-2017-146136,Consumer,8.862
US-2017-100048,Corporate,109.723
US-2017-100048,Corporate,89.314
US-2017-100048,Corporate,113.989
CA-2014-153150,Corporate,6.972
CA-2014-130092,Consumer,3.081
CA-2017-108910,Consumer,24.476
CA-2014-104472,Home Office,19.438
CA-2014-104472,Home Office,21.996
CA-2016-112942,Home Office,73.41
CA-2016-142335,Corporate,231.412
CA-2016-142335,Corporate,80.02
CA-2014-117429,Home Office,21.112
CA-2016-114713,Corporate,5.128
CA-2017-144113,Consumer,6.368
CA-2017-144113,Consumer,5.599
US-2016-150861,Consumer,84.051
US-2016-150861,Consumer,-153.346
US-2016-150861,Consumer,10.089
US-2016-150861,Consumer,102.5
US-2016-150861,Consumer,3.024
CA-2017-131954,Home Office,9.718
CA-2017-131954,Home Office,86.386
CA-2017-131954,Home Office,33.647
CA-2017-131954,Home Office,9.428
CA-2017-131954,Home Office,18.696
CA-2017-131954,Home Office,6.552
CA-2014-132500,Consumer,8.497
CA-2014-112326,Home Office,4.272
CA-2014-112326,Home Office,-64.775
CA-2014-112326,Home Office,-5.487
US-2016-146710,Consumer,-10.948
US-2016-146710,Consumer,1.147
US-2016-146710,Consumer,1.676
US-2016-146710,Consumer,6.206
CA-2014-124429,Corporate,-28.356
CA-2014-124429,Corporate,7.186
CA-2016-150889,Consumer,0.899
CA-2017-126074,Consumer,26.703
CA-2017-126074,Consumer,56.786
CA-2017-126074,Consumer,22.792
CA-2017-126074,Consumer,1.411
CA-2016-110499,Corporate,374.992
CA-2015-135272,Consumer,28.771
CA-2016-140928,Corporate,-167.318
CA-2014-106803,Consumer,6.877
CA-2014-106803,Consumer,47.92
CA-2017-117240,Corporate,4.267
CA-2017-133333,Corporate,10.224
CA-2015-112319,Consumer,27.994
CA-2017-126046,Corporate,5.699
CA-2015-114923,Consumer,-26.995
CA-2014-162775,Corporate,5.339
CA-2014-162775,Corporate,25.47
CA-2014-162775,Corporate,258.696
CA-2014-162775,Corporate,2.707
CA-2014-162775,Corporate,34.355
CA-2014-106810,Corporate,23.316
CA-2016-157245,Consumer,179.749
CA-2017-104220,Corporate,9.14
CA-2017-104220,Corporate,51.75
CA-2017-104220,Corporate,16.175
CA-2017-104220,Corporate,3.47
CA-2017-104220,Corporate,10.881
CA-2017-104220,Corporate,14.524
CA-2014-165974,Consumer,3.685
