CA-2016-119823,Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate,75.88,0.0,35.664
CA-2016-106075,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,0.2,1.731
CA-2017-114440,Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16",19.05,0.0,8.763
US-2015-134026,High-Back Leather Manager's Chair,831.936,0.2,-114.391
US-2015-134026,Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36" x 48",97.04,0.2,1.213
US-2015-134026,Safco Industrial Wire Shelving System,72.784,0.2,-18.196
US-2017-118038,Economy Binders,1.248,0.8,-1.934
US-2017-118038,6" Cubicle Wall Clock, Black,9.708,0.6,-5.825
US-2017-118038,SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h,27.24,0.2,2.724
US-2014-147606,Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak,19.3,0.6,-14.475
CA-2016-127208,1.7 Cubic Foot Compact "Cube" Office Refrigerators,208.16,0.0,56.203
CA-2016-127208,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,0.0,8.035
CA-2014-139451,Premium Writing Pencils, Soft, #2 by Central Association for the Blind,14.9,0.0,4.172
CA-2014-139451,Sortfiler Multipurpose Personal File Organizer, Black,21.39,0.0,6.203
CA-2015-149734,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,0.2,62.807
US-2017-119662,Safco Industrial Wire Shelving,230.376,0.2,-48.955
CA-2017-140088,Novimex Swivel Fabric Task Chair,301.96,0.0,33.216
CA-2017-155558,Logitech?LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,0.0,6.797
CA-2017-155558,Avery 511,6.16,0.0,2.957
CA-2016-159695,Eldon Portable Mobile Manager,158.368,0.2,13.857
CA-2016-109806,Turquoise Lead Holder with Pocket Clip,20.1,0.0,6.633
CA-2016-109806,Panasonic Kx-TS550,73.584,0.2,8.278
CA-2016-109806,Xerox 1995,6.48,0.0,3.11
CA-2015-149587,Xerox 1999,12.96,0.0,6.221
CA-2015-149587,Seth Thomas 13 1/2" Wall Clock,53.34,0.0,16.535
CA-2015-149587,Ibico Standard Transparent Covers,32.96,0.0,16.15
US-2017-109484,Flexible Leather- Look Classic Collection Ring Binder,5.682,0.7,-3.788
CA-2017-161018,9-3/4 Diameter Round Wall Clock,96.53,0.0,40.543
CA-2017-157833,Trimflex Flexible Post Binders,51.312,0.2,17.959
CA-2016-149223,Fellowes Basic Home/Office Series Surge Protectors,77.88,0.0,22.585
CA-2016-158568,Avery Personal Creations Heavyweight Cards,64.624,0.2,22.618
CA-2016-158568,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,0.2,-10.797
CA-2016-158568,Avery Hidden Tab Dividers for Binding Systems,1.788,0.8,-3.04
CA-2016-129903,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,0.0,11.721
US-2015-156867,Logitech K350 2.4Ghz Wireless Keyboard,238.896,0.2,-26.876
US-2015-156867,Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting,102.36,0.2,-3.839
US-2015-156867,Avery Trapezoid Ring Binder, 3" Capacity, Black, 1040 sheets,36.882,0.7,-25.817
CA-2017-119004,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,0.2,17.602
CA-2017-119004,Speck Products Candyshell Flip Case,27.992,0.2,2.099
CA-2017-119004,Newell Chalk Holder,3.304,0.2,1.074
CA-2015-129476,Logitech?Gaming G510s - Keyboard,339.96,0.2,67.992
CA-2017-146780,Magnifier Swing Arm Lamp,41.96,0.0,10.91
CA-2016-128867,Hunt PowerHouse Electric Pencil Sharpener, Blue,75.96,0.0,22.788
CA-2016-128867,Avery Durable Plastic 1" Binders,27.24,0.0,13.348
CA-2014-115259,OIC Colored Binder Clips, Assorted Sizes,40.096,0.2,14.535
CA-2014-115259,Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2,4.72,0.2,1.652
CA-2014-115259,Xerox 1921,23.976,0.2,7.492
CA-2014-115259,Tyvek  Top-Opening Peel & Seel Envelopes, Plain White,130.464,0.2,44.032
CA-2015-110457,Hon Racetrack Conference Tables,787.53,0.0,165.381
US-2015-136476,GBC DocuBind 300 Electric Binding Machine,157.794,0.7,-115.716
CA-2016-103730,Artistic Insta-Plaque,47.04,0.0,18.346
CA-2016-103730,DXL Angle-View Binders with Locking Rings by Samsill,30.84,0.0,13.878
CA-2016-103730,Companion Letter/Legal File, Black,226.56,0.0,63.437
CA-2016-103730,Globe Weis Peel & Seel First Class Envelopes,115.02,0.0,51.759
CA-2016-103730,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,68.04,0.0,19.732
US-2014-152030,Global Deluxe High-Back Manager's Chair,600.558,0.3,-8.579
US-2014-134614,Bevis 44 x 96 Conference Tables,617.7,0.5,-407.682
US-2017-107272,Avery Durable Slant Ring Binders, No Labels,2.388,0.7,-1.831
US-2017-107272,Trav-L-File Heavy-Duty Shuttle II, Black,243.992,0.2,30.499
US-2016-125969,Global Task Chair, Black,81.424,0.2,-9.16
US-2016-125969,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,0.0,26.242
US-2017-164147,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,59.97,0.4,-11.994
US-2017-164147,Xerox 1916,78.304,0.2,29.364
US-2017-164147,Staples,21.456,0.2,6.973
CA-2016-145583,Xerox 195,20.04,0.0,9.619
CA-2016-145583,Xerox 1880,35.44,0.0,16.657
CA-2016-145583,Sanford Colorific Colored Pencils, 12/Box,11.52,0.0,3.456
CA-2016-145583,Ideal Clamps,4.02,0.0,1.97
CA-2016-145583,GBC Wire Binding Strips,76.176,0.2,26.662
CA-2016-145583,Fiskars Softgrip Scissors,65.88,0.0,18.446
CA-2016-145583,Longer-Life Soft White Bulbs,43.12,0.0,20.698
CA-2016-110366,Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock,82.8,0.2,10.35
CA-2017-106180,Newell 343,8.82,0.0,2.381
CA-2017-106180,Convenience Packs of Business Envelopes,10.86,0.0,5.104
CA-2017-106180,Xerox 1911,143.7,0.0,68.976
CA-2017-155376,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,839.43,0.0,218.252
CA-2015-110744,Safco Industrial Wire Shelving,671.93,0.0,20.158
CA-2014-110072,Seth Thomas 14" Putty-Colored Wall Clock,93.888,0.2,12.91
CA-2016-114489,Plantronics Cordless?Phone Headset?with In-line Volume - M214C,384.45,0.0,103.802
CA-2016-114489,Anker Astro 15000mAh USB Portable Charger,149.97,0.0,5.999
CA-2016-114489,Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back,1951.84,0.0,585.552
CA-2016-114489,GBC Prestige Therm-A-Bind Covers,171.55,0.0,80.629
CA-2016-158834,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,0.2,17.766
CA-2016-158834,Jabra BIZ 2300 Duo QD Duo Corded?Headset,203.184,0.2,15.239
CA-2015-124919,Southworth 25% Cotton Antique Laid Paper & Envelopes,58.38,0.0,26.271
CA-2015-124919,Xerox 1883,105.52,0.0,48.539
CA-2015-124919,Tenex Personal Project File with Scoop Front Design, Black,80.88,0.0,21.029
CA-2015-118948,Newell 311,6.63,0.0,1.79
CA-2014-104269,Global Deluxe High-Back Manager's Chair,457.568,0.2,51.476
CA-2016-114104,Avery 519,14.62,0.0,6.871
CA-2016-114104,Avaya 5420 Digital phone,944.93,0.0,236.233
CA-2016-162733,Xerox 1920,5.98,0.0,2.691
CA-2015-119697,Lenovo 17-Key USB Numeric Keypad,54.384,0.2,1.36
CA-2016-154508,Staple envelope,28.4,0.0,13.348
CA-2016-113817,Wilson Jones International Size A4 Ring Binders,27.68,0.2,9.688
CA-2014-139892,BIC Brite Liner Highlighters,9.936,0.2,2.732
CA-2014-139892,Lexmark MX611dhe Monochrome Laser Printer,8159.952,0.4,-1359.992
CA-2014-139892,Space Solutions HD Industrial Steel Shelving.,275.928,0.2,-58.635
CA-2014-139892,SAFCO Arco Folding Chair,1740.06,0.3,-24.858
CA-2014-139892,Sanford Liquid Accent Highlighters,32.064,0.2,6.814
CA-2014-139892,Kensington 7 Outlet MasterPiece Power Center,177.98,0.8,-453.849
CA-2014-139892,JBL Micro Wireless Portable Bluetooth Speaker,143.976,0.2,8.999
CA-2014-118962,Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6? x 11?,20.94,0.0,9.842
CA-2014-118962,Xerox 1913,110.96,0.0,53.261
CA-2014-118962,Global Value Steno Chair, Gray,340.144,0.2,21.259
US-2014-100853,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,52.448,0.8,-131.12
US-2014-100853,Avery 51,20.16,0.2,6.552
US-2017-152366,Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection,97.264,0.8,-243.16
US-2015-101511,Padded Folding Chairs, Black, 4/Carton,396.802,0.3,-11.337
US-2015-101511,Acme Rosewood Handle Letter Opener,15.88,0.2,-3.772
CA-2015-137225,Sanford Colorific Eraseable Coloring Pencils, 12 Count,3.28,0.0,1.41
CA-2014-166191,Tenex File Box, Personal Filing Tote with Lid, Black,24.816,0.2,1.861
CA-2014-166191,Imation?Secure+ Hardware Encrypted USB 2.0?Flash Drive; 16GB,408.744,0.2,76.639
CA-2014-158274,AT&T TR1909W,503.96,0.0,131.03
CA-2014-158274,Nokia Lumia 521 (T-Mobile),149.95,0.0,41.986
CA-2014-158274,HP Standard 104 key PS/2 Keyboard,29.0,0.0,7.25
CA-2016-105018,Avery Poly Binder Pockets,7.16,0.0,3.437
CA-2014-123260,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,0.0,22.984
CA-2016-157000,Personal Filing Tote with Lid, Black/Gray,37.224,0.2,3.722
CA-2016-157000,Southworth 25% Cotton Antique Laid Paper & Envelopes,20.016,0.2,6.255
CA-2015-102281,Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors,899.136,0.2,112.392
CA-2015-102281,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,71.76,0.0,20.093
CA-2015-102281,Xerox 205,51.84,0.0,24.883
CA-2015-102281,Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors,626.352,0.2,46.976
CA-2015-102281,4009 Highlighters by Sanford,19.9,0.0,6.567
CA-2015-131457,Poly String Tie Envelopes,14.28,0.0,6.712
CA-2014-140004,Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set,7.408,0.2,1.204
CA-2014-140004,Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box,6.048,0.2,1.588
CA-2017-107720,Decoflex Hanging Personal Folder File,46.26,0.0,12.028
US-2017-124303,Pressboard Covers with Storage Hooks, 9 1/2" x 11", Light Blue,2.946,0.7,-2.259
US-2017-124303,Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page,16.056,0.2,5.82
CA-2017-105074,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,0.2,6.795
CA-2014-133690,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,0.5,-161.875
CA-2014-133690,Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack,2.6,0.2,0.292
US-2017-116701,Eureka Sanitaire  Commercial Upright,66.284,0.8,-178.967
CA-2017-126382,Eldon 200 Class Desk Accessories, Burgundy,35.168,0.2,9.671
CA-2017-108329,Nortel Business Series Terminal T7208 Digital phone,444.768,0.2,44.477
CA-2017-135860,Tennsco Lockers, Gray,83.92,0.0,5.874
CA-2017-135860,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,131.98,0.0,35.635
CA-2017-135860,Avery Durable Slant Ring Binders, No Labels,15.92,0.0,7.482
CA-2017-135860,Advantus Push Pins, Aluminum Head,52.29,0.0,16.21
CA-2017-135860,Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h,91.99,0.0,3.68
CA-2015-101007,Memorex Micro Travel Drive 8 GB,20.8,0.2,6.5
CA-2015-146262,Avery 505,23.68,0.2,8.88
CA-2015-146262,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,0.5,-244.323
CA-2015-146262,Speck Products Candyshell Flip Case,62.982,0.4,-14.696
CA-2015-146262,Cisco 9971 IP Video Phone Charcoal,1188.0,0.7,-950.4
CA-2015-146262,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,89.584,0.2,4.479
CA-2016-130162,Personal Filing Tote with Lid, Black/Gray,93.06,0.0,26.057
CA-2016-130162,Adtran 1202752G1,302.376,0.2,22.678
CA-2015-169397,OIC Bulk Pack Metal Binder Clips,5.584,0.2,1.815
CA-2015-169397,While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle,22.704,0.2,8.23
CA-2015-169397,Ibico Standard Transparent Covers,19.776,0.7,-13.843
CA-2015-169397,Executive Impressions 14" Two-Color Numerals Wall Clock,72.704,0.2,19.085
CA-2015-169397,Swingline SM12-08 MicroCut Jam Free Shredder,479.988,0.7,-383.99
CA-2015-169397,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168,0.2,2.717
CA-2015-163055,Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow,2.2,0.0,0.968
CA-2015-163055,Bevis 36 x 72 Conference Tables,622.45,0.0,136.939
CA-2015-163055,Rogers Deluxe File Chest,21.98,0.0,0.22
US-2015-145436,Global Low Back Tilter Chair,161.568,0.2,-28.274
US-2015-145436,Global Push Button Manager's Chair, Indigo,389.696,0.2,43.841
US-2014-156216,GBC Instant Index System for Binding Systems,18.648,0.7,-12.432
US-2017-100930,Bush Advantage Collection Round Conference Table,233.86,0.45,-102.048
US-2017-100930,Bretford Rectangular Conference Table Tops,620.615,0.45,-248.246
US-2017-100930,GBC Instant Index System for Binding Systems,5.328,0.7,-3.552
US-2017-100930,Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39" x 49",258.072,0.2,0.0
US-2017-100930,Logitech?P710e Mobile Speakerphone,617.976,0.2,-7.725
CA-2017-160514,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,0.0,4.752
CA-2016-157749,Xerox 1957,25.92,0.2,9.396
CA-2016-157749,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,0.6,-356.728
CA-2016-157749,Staple-based wall hangings,11.688,0.6,-4.675
CA-2016-157749,PureGear Roll-On Screen Protector,31.984,0.2,11.194
CA-2016-157749,KI Conference Tables,177.225,0.5,-120.513
CA-2016-157749,Eldon 100 Class Desk Accessories,4.044,0.6,-2.831
CA-2016-157749,Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set,7.408,0.2,1.204
CA-2014-131926,Global Deluxe High-Back Manager's Chair,2001.86,0.0,580.539
CA-2014-131926,Safco Steel Mobile File Cart,166.72,0.0,41.68
CA-2014-131926,Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book,47.88,0.0,23.94
CA-2014-131926,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,1503.25,0.0,496.072
CA-2014-131926,Xerox 205,25.92,0.0,12.442
CA-2016-154739,Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black,321.568,0.2,28.137
CA-2016-145625,Wirebound Message Books, Two 4 1/4" x 5" Forms per Page,7.61,0.0,3.577
CA-2016-145625,Logitech?P710e Mobile Speakerphone,3347.37,0.0,636.0
CA-2016-146941,Fellowes Personal Hanging Folder Files, Navy,80.58,0.0,22.562
CA-2016-146941,Tyvek Side-Opening Peel & Seel Expanding Envelopes,361.92,0.0,162.864
US-2015-159982,Eldon 100 Class Desk Accessories,12.132,0.6,-8.492
US-2015-159982,Belkin 19" Vented Equipment Shelf, Black,82.368,0.2,-19.562
US-2015-159982,Tenex Personal Project File with Scoop Front Design, Black,53.92,0.2,4.044
US-2015-159982,Logitech Mobile Speakerphone P710e -?speaker phone,647.904,0.2,56.692
CA-2017-163139,Sabrent 4-Port USB 2.0 Hub,20.37,0.0,6.926
CA-2017-163139,Safco Industrial Shelving,221.55,0.0,6.647
CA-2017-163139,Acco 3-Hole Punch,17.52,0.2,6.132
US-2017-155299,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,0.8,-4.466
US-2014-106992,Lexmark MX611dhe Monochrome Laser Printer,3059.982,0.4,-509.997
US-2014-106992,Xerox WorkCentre 6505DN Laser Multifunction Printer,2519.958,0.4,-251.996
CA-2016-125318,Cisco Small Business SPA 502G VoIP phone,328.224,0.2,28.72
CA-2015-155040,Microsoft Sculpt Comfort Mouse,79.9,0.0,35.156
CA-2017-136826,Quartet Omega Colored Chalk, 12/Pack,14.016,0.2,4.73
CA-2016-111010,Bagged Rubber Bands,7.56,0.0,0.302
US-2017-145366,Safco Commercial Shelving,37.208,0.2,-7.442
US-2017-145366,Recycled Interoffice Envelopes with String and Button Closure, 10 x 13,57.576,0.2,21.591
CA-2017-163979,Adjustable Depth Letter/Legal Cart,725.84,0.0,210.494
CA-2015-155334,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,209.93,0.0,92.369
CA-2015-155334,Regeneration Desk Collection,5.28,0.0,2.323
CA-2015-155334,Presstex Flexible Ring Binders,10.92,0.2,4.095
CA-2017-118136,Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled,8.82,0.0,4.057
CA-2017-118136,Newell 330,5.98,0.0,1.555
CA-2017-132976,Post-it ?Important Message? Note Pad, Neon Colors, 50 Sheets/Pad,11.648,0.2,4.077
CA-2017-132976,Adams Write n' Stick Phone Message Book, 11" X 5 1/4", 200 Messages,18.176,0.2,5.907
CA-2017-132976,Eldon Simplefile Box Office,59.712,0.2,5.971
CA-2017-132976,Avery 489,24.84,0.2,8.694
US-2015-161991,Round Ring Binders,2.08,0.8,-3.432
US-2015-161991,Bose SoundLink Bluetooth Speaker,1114.4,0.2,376.11
CA-2015-130890,Bevis Round Bullnose 29" High Table Top,1038.84,0.2,51.942
CA-2015-130883,Easy-staple paper,141.76,0.2,47.844
CA-2015-130883,Microsoft Arc Touch Mouse,239.8,0.2,47.96
CA-2015-130883,Xerox 216,31.104,0.2,10.886
CA-2016-112697,GBC VeloBinder Electric Binding Machine,254.058,0.7,-169.372
CA-2016-112697,Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection,194.528,0.2,24.316
CA-2016-112697,Premier Automatic Letter Opener,961.48,0.2,-204.314
CA-2016-110772,Advantus SlideClip Paper Clips,19.096,0.2,6.684
CA-2016-110772,Avery 512,18.496,0.2,6.242
CA-2016-110772,Logitech Wireless Gaming Headset G930,255.984,0.2,54.397
CA-2016-110772,Bush Westfield Collection Bookcases, Medium Cherry Finish,86.97,0.5,-48.703
CA-2014-111451,Howard Miller 13" Diameter Goldtone Round Wall Clock,300.416,0.2,78.859
CA-2014-111451,Global Deluxe Office Fabric Chairs,230.352,0.2,20.156
CA-2014-111451,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.352,0.2,-24.565
CA-2014-111451,Ibico Laser Imprintable Binding System Covers,78.6,0.7,-62.88
CA-2014-111451,Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box,27.552,0.2,9.299
CA-2016-142545,Xerox 223,32.4,0.0,15.552
CA-2016-142545,Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24" Deep, Sand,1082.48,0.0,10.825
CA-2016-142545,Xerox 1939,56.91,0.0,27.317
CA-2016-142545,Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts,77.6,0.0,38.024
CA-2016-142545,Avery Premier Heavy-Duty Binder with Round Locking Rings,14.28,0.0,6.569
US-2017-152380,BPI Conference Tables,219.075,0.5,-131.445
CA-2015-144253,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,0.0,12.864
CA-2014-130960,Newell 350,9.84,0.0,2.854
CA-2014-111003,GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack,45.48,0.0,20.921
CA-2014-111003,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,289.2,0.0,83.868
CA-2017-126774,Faber Castell Col-Erase Pencils,4.89,0.0,2.005
CA-2016-142902,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,0.2,3.595
CA-2016-142902,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.768,0.2,52.511
CA-2016-142902,Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany,15.232,0.2,1.714
CA-2016-142902,Avery 509,6.264,0.2,2.036
CA-2014-120887,Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black,87.54,0.0,37.642
CA-2014-167850,AT&T 1070 Corded Phone,178.384,0.2,22.298
CA-2014-167850,Xerox 21,15.552,0.2,5.443
CA-2014-164259,Boston School Pro Electric Pencil Sharpener, 1670,99.136,0.2,8.674
CA-2014-164973,DMI Arturo Collection Mission-style Design Wood Chair,135.882,0.1,24.157
CA-2014-164973,Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,3991.98,0.0,1995.99
CA-2014-164973,Panasonic Kx-TS550,275.94,0.0,80.023
CA-2014-164973,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,360.0,0.0,129.6
CA-2014-164973,Trav-L-File Heavy-Duty Shuttle II, Black,43.57,0.0,13.071
CA-2014-156601,OIC Binder Clips,7.16,0.0,3.58
CA-2016-162138,Ibico Laser Imprintable Binding System Covers,251.52,0.2,81.744
CA-2016-162138,Logitech Wireless Headset h800,99.99,0.0,34.996
