01/12/17,07/12/17,Standard Class,83.92,5.874
01/12/17,07/12/17,Standard Class,131.98,35.635
01/12/17,07/12/17,Standard Class,15.92,7.482
01/12/17,07/12/17,Standard Class,52.29,16.21
01/12/17,07/12/17,Standard Class,91.99,3.68
09/02/15,13/02/15,Second Class,20.8,6.5
02/01/15,09/01/15,Standard Class,23.68,8.88
02/01/15,09/01/15,Standard Class,452.45,-244.323
02/01/15,09/01/15,Standard Class,62.982,-14.696
02/01/15,09/01/15,Standard Class,1188.0,-950.4
02/01/15,09/01/15,Standard Class,89.584,4.479
28/10/16,01/11/16,Standard Class,93.06,26.057
28/10/16,01/11/16,Standard Class,302.376,22.678
24/12/15,27/12/15,First Class,5.584,1.815
24/12/15,27/12/15,First Class,22.704,8.23
24/12/15,27/12/15,First Class,19.776,-13.843
24/12/15,27/12/15,First Class,72.704,19.085
24/12/15,27/12/15,First Class,479.988,-383.99
24/12/15,27/12/15,First Class,27.168,2.717
09/08/15,16/08/15,Standard Class,2.2,0.968
09/08/15,16/08/15,Standard Class,622.45,136.939
09/08/15,16/08/15,Standard Class,21.98,0.22
28/02/15,04/03/15,Standard Class,161.568,-28.274
28/02/15,04/03/15,Standard Class,389.696,43.841
13/09/14,17/09/14,Standard Class,18.648,-12.432
07/04/17,12/04/17,Standard Class,233.86,-102.048
07/04/17,12/04/17,Standard Class,620.615,-248.246
07/04/17,12/04/17,Standard Class,5.328,-3.552
07/04/17,12/04/17,Standard Class,258.072,0.0
07/04/17,12/04/17,Standard Class,617.976,-7.725
12/11/17,16/11/17,Standard Class,10.56,4.752
04/06/16,09/06/16,Second Class,25.92,9.396
04/06/16,09/06/16,Second Class,419.68,-356.728
04/06/16,09/06/16,Second Class,11.688,-4.675
04/06/16,09/06/16,Second Class,31.984,11.194
04/06/16,09/06/16,Second Class,177.225,-120.513
04/06/16,09/06/16,Second Class,4.044,-2.831
04/06/16,09/06/16,Second Class,7.408,1.204
01/06/14,06/06/14,Second Class,2001.86,580.539
01/06/14,06/06/14,Second Class,166.72,41.68
01/06/14,06/06/14,Second Class,47.88,23.94
01/06/14,06/06/14,Second Class,1503.25,496.072
01/06/14,06/06/14,Second Class,25.92,12.442
10/12/16,15/12/16,Second Class,321.568,28.137
11/09/16,17/09/16,Standard Class,7.61,3.577
11/09/16,17/09/16,Standard Class,3347.37,636.0
10/12/16,13/12/16,First Class,80.58,22.562
10/12/16,13/12/16,First Class,361.92,162.864
28/11/15,04/12/15,Standard Class,12.132,-8.492
28/11/15,04/12/15,Standard Class,82.368,-19.562
28/11/15,04/12/15,Standard Class,53.92,4.044
28/11/15,04/12/15,Standard Class,647.904,56.692
01/12/17,03/12/17,Second Class,20.37,6.926
01/12/17,03/12/17,Second Class,221.55,6.647
01/12/17,03/12/17,Second Class,17.52,6.132
08/06/17,12/06/17,Standard Class,1.624,-4.466
19/09/14,21/09/14,Second Class,3059.982,-509.997
19/09/14,21/09/14,Second Class,2519.958,-251.996
06/06/16,13/06/16,Standard Class,328.224,28.72
10/11/15,15/11/15,Standard Class,79.9,35.156
16/06/17,20/06/17,Standard Class,14.016,4.73
22/01/16,28/01/16,Standard Class,7.56,0.302
09/12/17,13/12/17,Standard Class,37.208,-7.442
09/12/17,13/12/17,Standard Class,57.576,21.591
28/12/17,02/01/18,Second Class,725.84,210.494
30/07/15,31/07/15,First Class,209.93,92.369
30/07/15,31/07/15,First Class,5.28,2.323
30/07/15,31/07/15,First Class,10.92,4.095
16/09/17,17/09/17,First Class,8.82,4.057
16/09/17,17/09/17,First Class,5.98,1.555
13/10/17,17/10/17,Standard Class,11.648,4.077
13/10/17,17/10/17,Standard Class,18.176,5.907
13/10/17,17/10/17,Standard Class,59.712,5.971
13/10/17,17/10/17,Standard Class,24.84,8.694
26/09/15,28/09/15,Second Class,2.08,-3.432
26/09/15,28/09/15,Second Class,1114.4,376.11
02/11/15,06/11/15,Standard Class,1038.84,51.942
26/09/15,02/10/15,Standard Class,141.76,47.844
26/09/15,02/10/15,Standard Class,239.8,47.96
26/09/15,02/10/15,Standard Class,31.104,10.886
18/12/16,20/12/16,Second Class,254.058,-169.372
18/12/16,20/12/16,Second Class,194.528,24.316
18/12/16,20/12/16,Second Class,961.48,-204.314
20/11/16,24/11/16,Second Class,19.096,6.684
20/11/16,24/11/16,Second Class,18.496,6.242
20/11/16,24/11/16,Second Class,255.984,54.397
20/11/16,24/11/16,Second Class,86.97,-48.703
26/12/14,28/12/14,First Class,300.416,78.859
26/12/14,28/12/14,First Class,230.352,20.156
26/12/14,28/12/14,First Class,218.352,-24.565
26/12/14,28/12/14,First Class,78.6,-62.88
26/12/14,28/12/14,First Class,27.552,9.299
28/10/16,03/11/16,Standard Class,32.4,15.552
28/10/16,03/11/16,Standard Class,1082.48,10.825
28/10/16,03/11/16,Standard Class,56.91,27.317
28/10/16,03/11/16,Standard Class,77.6,38.024
28/10/16,03/11/16,Standard Class,14.28,6.569
19/11/17,23/11/17,Standard Class,219.075,-131.445
04/05/15,09/05/15,Second Class,26.8,12.864
30/12/14,04/01/15,Standard Class,9.84,2.854
01/06/14,06/06/14,Standard Class,45.48,20.921
01/06/14,06/06/14,Standard Class,289.2,83.868
15/04/17,17/04/17,First Class,4.89,2.005
12/09/16,14/09/16,Second Class,15.136,3.595
12/09/16,14/09/16,Second Class,466.768,52.511
12/09/16,14/09/16,Second Class,15.232,1.714
12/09/16,14/09/16,Second Class,6.264,2.036
27/09/14,03/10/14,Standard Class,87.54,37.642
09/08/14,16/08/14,Standard Class,178.384,22.298
09/08/14,16/08/14,Standard Class,15.552,5.443
28/12/14,30/12/14,First Class,99.136,8.674
04/11/14,09/11/14,Standard Class,135.882,24.157
04/11/14,09/11/14,Standard Class,3991.98,1995.99
04/11/14,09/11/14,Standard Class,275.94,80.023
04/11/14,09/11/14,Standard Class,360.0,129.6
04/11/14,09/11/14,Standard Class,43.57,13.071
19/09/14,24/09/14,Standard Class,7.16,3.58
23/04/16,27/04/16,Standard Class,251.52,81.744
23/04/16,27/04/16,Standard Class,99.99,34.996
03/11/17,05/11/17,Second Class,15.992,0.999
30/08/16,01/09/16,First Class,290.898,-67.876
30/08/16,01/09/16,First Class,54.224,3.389
30/08/16,01/09/16,First Class,786.744,-258.502
30/08/16,01/09/16,First Class,100.24,33.831
30/08/16,01/09/16,First Class,37.764,-27.694
25/04/16,29/04/16,Second Class,82.8,-20.7
25/04/16,29/04/16,Second Class,20.724,-13.816
25/04/16,29/04/16,Second Class,4.896,-3.427
01/09/15,04/09/15,Second Class,4.752,1.604
01/09/15,04/09/15,Second Class,959.984,335.994
01/09/15,04/09/15,Second Class,14.368,4.49
12/07/14,17/07/14,Standard Class,7.712,2.796
12/07/14,17/07/14,Standard Class,698.352,-17.459
22/06/15,26/06/15,Second Class,4.96,2.331
13/04/14,17/04/14,Second Class,17.856,1.116
13/04/14,17/04/14,Second Class,509.97,-407.976
13/04/14,17/04/14,Second Class,30.992,10.072
13/04/14,17/04/14,Second Class,71.928,8.392
20/12/15,24/12/15,Standard Class,88.8,-2.22
15/06/17,19/06/17,Standard Class,47.976,4.798
08/07/17,12/07/17,Standard Class,7.56,3.1
08/07/17,12/07/17,Standard Class,24.56,11.543
08/07/17,12/07/17,Standard Class,12.96,4.147
01/09/16,03/09/16,First Class,6.79,2.309
01/09/16,03/09/16,First Class,24.56,11.543
01/09/16,03/09/16,First Class,3.048,1.067
01/09/16,03/09/16,First Class,49.12,23.086
01/09/16,03/09/16,First Class,4355.168,1415.43
08/04/16,13/04/16,Standard Class,388.704,-4.859
08/04/16,13/04/16,Standard Class,8.26,3.8
08/04/16,13/04/16,Standard Class,17.04,6.986
08/04/16,13/04/16,Standard Class,34.4,15.824
23/04/16,28/04/16,Standard Class,36.24,11.325
08/03/17,11/03/17,First Class,647.84,168.438
08/03/17,11/03/17,First Class,20.7,9.936
25/09/17,01/10/17,Standard Class,20.7,9.936
25/09/17,01/10/17,Standard Class,488.646,86.87
25/09/17,01/10/17,Standard Class,5.56,1.446
25/09/17,01/10/17,Standard Class,47.12,20.733
24/09/14,29/09/14,Standard Class,211.96,8.478
21/10/16,21/10/16,Same Day,23.2,10.44
21/10/16,21/10/16,Same Day,7.36,0.147
21/10/16,21/10/16,Same Day,104.79,29.341
21/10/16,21/10/16,Same Day,1043.92,271.419
29/05/17,04/06/17,Standard Class,25.92,9.396
29/05/17,04/06/17,Standard Class,53.424,4.675
23/07/14,27/07/14,Standard Class,8.16,-5.712
23/07/14,27/07/14,Standard Class,1023.936,179.189
23/07/14,27/07/14,Standard Class,9.24,0.924
23/07/14,27/07/14,Standard Class,479.04,-29.94
28/09/16,01/10/16,First Class,99.136,30.98
27/08/17,01/09/17,Standard Class,1488.424,-297.685
28/04/15,05/05/15,Standard Class,8.652,-20.332
28/04/15,05/05/15,Standard Class,23.832,2.681
28/04/15,05/05/15,Standard Class,12.176,-18.873
28/10/16,29/10/16,First Class,50.96,25.48
28/10/16,29/10/16,First Class,49.536,17.338
26/06/15,29/06/15,Second Class,41.9,8.799
27/11/15,02/12/15,Standard Class,375.458,-157.009
27/11/15,02/12/15,Standard Class,83.976,-1.05
03/12/15,07/12/15,Standard Class,482.34,-337.638
03/12/15,07/12/15,Standard Class,2.96,0.777
24/11/14,26/11/14,First Class,2.624,0.426
11/12/17,15/12/17,Standard Class,23.36,7.884
11/12/17,15/12/17,Standard Class,39.98,13.593
21/09/14,23/09/14,Second Class,246.384,27.718
21/09/14,23/09/14,Second Class,1799.97,701.988
07/06/14,10/06/14,Second Class,12.462,-20.562
30/06/17,05/07/17,Standard Class,75.792,25.58
17/10/17,19/10/17,Second Class,49.96,9.492
17/10/17,19/10/17,Second Class,12.96,6.221
31/10/15,04/11/15,Standard Class,70.12,21.036
08/09/16,10/09/16,Second Class,35.952,3.595
08/09/16,10/09/16,Second Class,2396.266,-317.153
08/09/16,10/09/16,Second Class,131.136,-32.784
08/09/16,10/09/16,Second Class,57.584,0.72
24/12/14,26/12/14,First Class,9.568,3.468
16/04/14,20/04/14,Standard Class,39.072,9.768
24/12/17,29/12/17,Standard Class,35.91,9.696
08/12/17,12/12/17,Standard Class,179.95,37.79
08/12/17,12/12/17,Standard Class,1199.976,434.991
08/12/17,12/12/17,Standard Class,27.15,13.303
08/12/17,12/12/17,Standard Class,1004.024,-112.953
08/12/17,12/12/17,Standard Class,9.68,4.646
08/12/17,12/12/17,Standard Class,28.35,13.608
08/12/17,12/12/17,Standard Class,55.98,27.43
08/12/17,12/12/17,Standard Class,1336.829,31.455
08/12/17,12/12/17,Standard Class,113.568,-18.455
03/11/17,07/11/17,Standard Class,139.86,65.734
03/11/17,07/11/17,Standard Class,307.136,26.874
24/06/17,28/06/17,Standard Class,95.92,25.898
14/04/16,18/04/16,Standard Class,383.8,38.38
06/11/17,10/11/17,Standard Class,5.78,2.832
04/03/17,09/03/17,Standard Class,9.32,2.703
04/03/17,09/03/17,Standard Class,15.25,7.015
22/06/14,25/06/14,First Class,196.752,56.566
19/10/17,23/10/17,Standard Class,56.56,14.706
19/10/17,23/10/17,Standard Class,32.7,8.502
21/08/17,23/08/17,Second Class,866.4,225.264
23/11/17,26/11/17,Second Class,28.4,11.076
23/11/17,26/11/17,Second Class,287.92,138.202
12/09/14,13/09/14,First Class,69.99,30.096
01/10/17,08/10/17,Standard Class,6.672,0.5
15/04/16,21/04/16,Standard Class,189.588,-145.351
15/04/16,21/04/16,Standard Class,408.744,76.639
15/04/16,21/04/16,Standard Class,291.96,54.742
15/04/16,21/04/16,Standard Class,4.768,-0.775
06/06/16,07/06/16,First Class,714.3,207.147
19/12/14,25/12/14,Standard Class,4.812,-3.689
19/12/14,25/12/14,Standard Class,247.8,-18.585
12/06/16,14/06/16,Second Class,1007.979,43.199
12/06/16,14/06/16,Second Class,313.488,113.639
15/09/17,19/09/17,Standard Class,31.872,11.554
20/01/17,23/01/17,Second Class,207.846,2.309
05/09/16,07/09/16,Second Class,12.22,3.666
05/09/16,07/09/16,Second Class,194.94,23.393
05/09/16,07/09/16,Second Class,70.95,20.575
05/09/16,07/09/16,Second Class,91.36,42.026
05/09/16,07/09/16,Second Class,242.94,29.153
05/09/16,07/09/16,Second Class,22.05,10.584
20/03/17,25/03/17,Second Class,2.91,1.368
01/04/16,03/04/16,Second Class,59.52,15.475
01/04/16,03/04/16,Second Class,161.94,9.716
01/04/16,03/04/16,Second Class,263.88,71.248
01/04/16,03/04/16,Second Class,30.48,7.925
01/04/16,03/04/16,Second Class,9.84,2.854
01/04/16,03/04/16,Second Class,35.12,9.131
20/10/17,24/10/17,Standard Class,284.364,-75.83
20/10/17,24/10/17,Standard Class,665.408,66.541
13/12/16,17/12/16,Standard Class,63.88,24.913
12/02/14,18/02/14,Standard Class,129.568,-24.294
26/09/16,01/10/16,Standard Class,747.558,-96.115
26/09/16,01/10/16,Standard Class,8.928,3.348
15/12/15,22/12/15,Standard Class,103.92,36.372
15/12/15,22/12/15,Standard Class,899.91,377.962
15/12/15,22/12/15,Standard Class,51.312,18.601
22/04/16,29/04/16,Standard Class,23.56,7.068
22/04/16,29/04/16,Standard Class,1272.63,-814.483
22/04/16,29/04/16,Standard Class,28.485,-20.889
22/04/16,29/04/16,Standard Class,185.376,-34.758
22/04/16,29/04/16,Standard Class,78.272,5.87
17/01/15,24/01/15,Standard Class,254.744,-312.061
31/03/17,04/04/17,Standard Class,205.333,-36.235
16/12/16,20/12/16,Second Class,4.788,-7.9
20/12/15,24/12/15,Standard Class,55.48,26.63
09/11/14,11/11/14,Second Class,340.92,3.409
09/11/14,11/11/14,Second Class,222.666,10.478
09/11/14,11/11/14,Second Class,703.968,87.996
09/11/14,11/11/14,Second Class,92.52,24.98
09/11/14,11/11/14,Second Class,62.65,28.819
09/11/14,11/11/14,Second Class,94.85,45.528
12/07/16,19/07/16,Standard Class,95.76,7.182
27/10/16,02/11/16,Standard Class,40.2,19.296
26/06/16,02/07/16,Standard Class,14.7,6.615
26/06/16,02/07/16,Standard Class,704.25,84.51
06/10/14,10/10/14,Standard Class,9.09,1.909
22/07/14,27/07/14,Standard Class,5.96,1.669
22/07/14,27/07/14,Standard Class,159.98,57.593
10/06/17,13/06/17,First Class,29.6,14.8
10/06/17,13/06/17,First Class,514.165,-30.245
10/06/17,13/06/17,First Class,279.96,17.498
29/10/14,31/10/14,First Class,2735.952,341.994
09/06/14,13/06/14,Second Class,7.992,0.599
09/06/14,13/06/14,Second Class,63.984,10.397
09/06/14,13/06/14,Second Class,70.368,6.157
14/09/14,19/09/14,Standard Class,449.15,8.983
14/09/14,19/09/14,Standard Class,11.07,5.092
09/05/16,14/05/16,Standard Class,93.98,13.157
18/03/16,21/03/16,Second Class,189.882,-94.941
27/12/15,31/12/15,Standard Class,105.42,51.656
25/07/16,31/07/16,Standard Class,119.616,40.37
25/07/16,31/07/16,Standard Class,255.76,81.843
25/07/16,31/07/16,Standard Class,241.568,18.118
25/07/16,31/07/16,Standard Class,69.3,22.869
30/05/16,04/06/16,Standard Class,22.62,-15.08
30/05/16,04/06/16,Standard Class,14.952,-11.962
30/05/16,04/06/16,Standard Class,801.568,50.098
30/05/16,04/06/16,Standard Class,2.376,-1.901
30/05/16,04/06/16,Standard Class,32.792,11.887
12/11/17,15/11/17,Second Class,15.92,5.373
16/03/15,22/03/15,Standard Class,2.74,0.74
16/03/15,22/03/15,Standard Class,8.34,2.168
16/03/15,22/03/15,Standard Class,46.74,11.685
16/03/15,22/03/15,Standard Class,6354.95,3177.475
26/11/17,27/11/17,First Class,126.3,40.416
26/11/17,27/11/17,First Class,38.04,12.173
20/10/16,23/10/16,First Class,7.152,0.715
21/12/17,25/12/17,Standard Class,6.63,1.79
21/12/17,25/12/17,Standard Class,5.88,1.705
22/01/17,27/01/17,Standard Class,2999.95,1379.977
22/01/17,27/01/17,Standard Class,51.45,13.891
22/01/17,27/01/17,Standard Class,11.96,5.382
22/01/17,27/01/17,Standard Class,1126.02,56.301
22/03/15,26/03/15,Standard Class,18.392,5.288
22/03/15,26/03/15,Standard Class,129.568,-25.914
22/03/15,26/03/15,Standard Class,14.112,-21.168
23/01/17,25/01/17,First Class,210.98,21.098
21/05/16,23/05/16,First Class,55.176,-12.415
21/05/16,23/05/16,First Class,66.26,27.167
26/12/15,02/01/16,Standard Class,22.2,10.434
21/10/17,26/10/17,Standard Class,683.952,42.747
21/10/17,26/10/17,Standard Class,45.696,5.141
03/09/15,07/09/15,Standard Class,36.336,-7.267
03/09/15,07/09/15,Standard Class,666.248,-149.906
03/09/15,07/09/15,Standard Class,52.512,19.692
07/11/15,09/11/15,Second Class,190.72,11.92
07/09/17,11/09/17,Standard Class,47.94,2.397
29/05/16,01/06/16,Second Class,979.95,274.386
29/05/16,01/06/16,Second Class,22.75,11.375
10/07/16,16/07/16,Standard Class,16.768,1.467
03/09/17,08/09/17,Second Class,42.616,-68.186
03/12/15,08/12/15,Standard Class,10.752,3.36
07/12/15,11/12/15,Standard Class,152.94,41.294
07/12/15,11/12/15,Standard Class,283.92,70.98
01/02/14,03/02/14,First Class,468.9,206.316
14/07/16,17/07/16,First Class,380.864,38.086
18/12/15,23/12/15,Standard Class,646.776,-145.525
11/05/14,16/05/14,Standard Class,58.112,7.264
