,,,,
CA-2016-111682,United States,Troy,New York,OFF-PA-10001569
CA-2016-111682,United States,Troy,New York,FUR-CH-10003968
CA-2016-111682,United States,Troy,New York,OFF-PA-10000587
CA-2016-111682,United States,Troy,New York,TEC-AC-10002167
CA-2016-111682,United States,Troy,New York,OFF-BI-10001460
CA-2016-111682,United States,Troy,New York,OFF-AR-10001868
CA-2015-135545,United States,Los Angeles,California,TEC-AC-10004633
CA-2015-135545,United States,Los Angeles,California,OFF-BI-10001078
CA-2015-135545,United States,Los Angeles,California,OFF-PA-10003892
CA-2015-135545,United States,Los Angeles,California,FUR-FU-10000397
US-2015-164175,United States,Chicago,Illinois,FUR-CH-10001146
CA-2014-106376,United States,Gilbert,Arizona,OFF-AR-10002671
CA-2014-106376,United States,Gilbert,Arizona,TEC-PH-10002726
CA-2016-119823,United States,Springfield,Virginia,OFF-PA-10000482
CA-2016-106075,United States,New York City,New York,OFF-BI-10004654
CA-2017-114440,United States,Jackson,Michigan,OFF-PA-10004675
US-2015-134026,United States,Memphis,Tennessee,FUR-CH-10000513
US-2015-134026,United States,Memphis,Tennessee,FUR-FU-10003708
US-2015-134026,United States,Memphis,Tennessee,OFF-ST-10004123
US-2017-118038,United States,Houston,Texas,OFF-BI-10004182
US-2017-118038,United States,Houston,Texas,FUR-FU-10000260
US-2017-118038,United States,Houston,Texas,OFF-ST-10000615
US-2014-147606,United States,Houston,Texas,FUR-FU-10003194
CA-2016-127208,United States,Decatur,Alabama,OFF-AP-10002118
CA-2016-127208,United States,Decatur,Alabama,OFF-BI-10002309
CA-2014-139451,United States,San Francisco,California,OFF-AR-10002053
CA-2014-139451,United States,San Francisco,California,OFF-ST-10002370
CA-2015-149734,United States,Durham,North Carolina,OFF-EN-10000927
US-2017-119662,United States,Chicago,Illinois,OFF-ST-10003656
CA-2017-140088,United States,Columbia,South Carolina,FUR-CH-10000863
CA-2017-155558,United States,Rochester,Minnesota,TEC-AC-10001998
CA-2017-155558,United States,Rochester,Minnesota,OFF-LA-10000134
CA-2016-159695,United States,Houston,Texas,OFF-ST-10003442
CA-2016-109806,United States,Los Angeles,California,OFF-AR-10004930
CA-2016-109806,United States,Los Angeles,California,TEC-PH-10004093
CA-2016-109806,United States,Los Angeles,California,OFF-PA-10000304
CA-2015-149587,United States,Minneapolis,Minnesota,OFF-PA-10003177
CA-2015-149587,United States,Minneapolis,Minnesota,FUR-FU-10003799
CA-2015-149587,United States,Minneapolis,Minnesota,OFF-BI-10002852
US-2017-109484,United States,Portland,Oregon,OFF-BI-10004738
CA-2017-161018,United States,New York City,New York,FUR-FU-10000629
CA-2017-157833,United States,San Francisco,California,OFF-BI-10001721
CA-2016-149223,United States,Saint Paul,Minnesota,OFF-AP-10000358
CA-2016-158568,United States,Chicago,Illinois,OFF-PA-10003256
CA-2016-158568,United States,Chicago,Illinois,TEC-AC-10001767
CA-2016-158568,United States,Chicago,Illinois,OFF-BI-10002609
CA-2016-129903,United States,Rochester,Minnesota,OFF-PA-10004040
US-2015-156867,United States,Aurora,Colorado,TEC-AC-10001552
US-2015-156867,United States,Aurora,Colorado,FUR-FU-10004006
US-2015-156867,United States,Aurora,Colorado,OFF-BI-10002794
CA-2017-119004,United States,Charlotte,North Carolina,TEC-AC-10003499
CA-2017-119004,United States,Charlotte,North Carolina,TEC-PH-10002844
CA-2017-119004,United States,Charlotte,North Carolina,OFF-AR-10000390
CA-2015-129476,United States,Orland Park,Illinois,TEC-AC-10000844
CA-2017-146780,United States,New York City,New York,FUR-FU-10001934
CA-2016-128867,United States,Urbandale,Iowa,OFF-AR-10000380
CA-2016-128867,United States,Urbandale,Iowa,OFF-BI-10003981
CA-2014-115259,United States,Columbus,Ohio,OFF-FA-10000621
CA-2014-115259,United States,Columbus,Ohio,OFF-EN-10002600
CA-2014-115259,United States,Columbus,Ohio,OFF-PA-10004965
CA-2014-115259,United States,Columbus,Ohio,OFF-EN-10002504
CA-2015-110457,United States,Seattle,Washington,FUR-TA-10001768
US-2015-136476,United States,Bristol,Tennessee,OFF-BI-10003650
CA-2016-103730,United States,Wilmington,Delaware,FUR-FU-10002157
CA-2016-103730,United States,Wilmington,Delaware,OFF-BI-10003910
CA-2016-103730,United States,Wilmington,Delaware,OFF-ST-10000777
CA-2016-103730,United States,Wilmington,Delaware,OFF-EN-10002500
CA-2016-103730,United States,Wilmington,Delaware,TEC-PH-10003875
US-2014-152030,United States,Houston,Texas,FUR-CH-10004063
US-2014-134614,United States,Bloomington,Illinois,FUR-TA-10004534
US-2017-107272,United States,Phoenix,Arizona,OFF-BI-10003274
US-2017-107272,United States,Phoenix,Arizona,OFF-ST-10002974
US-2016-125969,United States,Los Angeles,California,FUR-CH-10001146
US-2016-125969,United States,Los Angeles,California,FUR-FU-10003773
US-2017-164147,United States,Columbus,Ohio,TEC-PH-10002293
US-2017-164147,United States,Columbus,Ohio,OFF-PA-10002377
US-2017-164147,United States,Columbus,Ohio,OFF-FA-10002780
CA-2016-145583,United States,Roseville,California,OFF-PA-10001804
CA-2016-145583,United States,Roseville,California,OFF-PA-10001736
CA-2016-145583,United States,Roseville,California,OFF-AR-10001149
CA-2016-145583,United States,Roseville,California,OFF-FA-10002988
CA-2016-145583,United States,Roseville,California,OFF-BI-10004781
CA-2016-145583,United States,Roseville,California,OFF-SU-10001218
CA-2016-145583,United States,Roseville,California,FUR-FU-10001706
CA-2016-110366,United States,Philadelphia,Pennsylvania,FUR-FU-10004848
CA-2017-106180,United States,San Francisco,California,OFF-AR-10000940
CA-2017-106180,United States,San Francisco,California,OFF-EN-10004030
CA-2017-106180,United States,San Francisco,California,OFF-PA-10004327
CA-2017-155376,United States,Independence,Missouri,OFF-AP-10001058
CA-2015-110744,United States,Pasadena,California,OFF-ST-10003656
CA-2014-110072,United States,Newark,Ohio,FUR-FU-10000521
CA-2016-114489,United States,Franklin,Wisconsin,TEC-PH-10000215
CA-2016-114489,United States,Franklin,Wisconsin,TEC-PH-10001448
CA-2016-114489,United States,Franklin,Wisconsin,FUR-CH-10000454
CA-2016-114489,United States,Franklin,Wisconsin,OFF-BI-10002735
CA-2016-158834,United States,Scottsdale,Arizona,OFF-AP-10000326
CA-2016-158834,United States,Scottsdale,Arizona,TEC-PH-10001254
CA-2015-124919,United States,San Jose,California,OFF-PA-10001950
CA-2015-124919,United States,San Jose,California,OFF-PA-10002254
CA-2015-124919,United States,San Jose,California,OFF-ST-10001590
CA-2015-118948,United States,Seattle,Washington,OFF-AR-10001547
CA-2014-104269,United States,Seattle,Washington,FUR-CH-10004063
CA-2016-114104,United States,Edmond,Oklahoma,OFF-LA-10002475
CA-2016-114104,United States,Edmond,Oklahoma,TEC-PH-10004536
CA-2016-162733,United States,Los Angeles,California,OFF-PA-10002751
CA-2015-119697,United States,Philadelphia,Pennsylvania,TEC-AC-10003657
CA-2016-154508,United States,Carlsbad,New Mexico,OFF-EN-10001990
CA-2016-113817,United States,Seattle,Washington,OFF-BI-10004002
CA-2014-139892,United States,San Antonio,Texas,OFF-AR-10004441
CA-2014-139892,United States,San Antonio,Texas,TEC-MA-10000822
CA-2014-139892,United States,San Antonio,Texas,OFF-ST-10000991
CA-2014-139892,United States,San Antonio,Texas,FUR-CH-10004287
CA-2014-139892,United States,San Antonio,Texas,OFF-AR-10002656
CA-2014-139892,United States,San Antonio,Texas,OFF-AP-10002518
CA-2014-139892,United States,San Antonio,Texas,TEC-PH-10003931
CA-2014-118962,United States,Los Angeles,California,OFF-PA-10000659
CA-2014-118962,United States,Los Angeles,California,OFF-PA-10001144
CA-2014-118962,United States,Los Angeles,California,FUR-CH-10003817
US-2014-100853,United States,Chicago,Illinois,OFF-AP-10000891
US-2014-100853,United States,Chicago,Illinois,OFF-LA-10003148
US-2017-152366,United States,Houston,Texas,OFF-AP-10002684
US-2015-101511,United States,Newark,Ohio,FUR-CH-10004698
US-2015-101511,United States,Newark,Ohio,OFF-SU-10002189
CA-2015-137225,United States,New York City,New York,OFF-AR-10001940
CA-2014-166191,United States,Decatur,Illinois,OFF-ST-10003455
CA-2014-166191,United States,Decatur,Illinois,TEC-AC-10004659
CA-2014-158274,United States,Monroe,Louisiana,TEC-PH-10003273
CA-2014-158274,United States,Monroe,Louisiana,TEC-PH-10004896
CA-2014-158274,United States,Monroe,Louisiana,TEC-AC-10002345
CA-2016-105018,United States,Fairfield,Connecticut,OFF-BI-10001890
CA-2014-123260,United States,Los Angeles,California,TEC-AC-10002323
CA-2016-157000,United States,Grand Prairie,Texas,OFF-ST-10001328
CA-2016-157000,United States,Grand Prairie,Texas,OFF-PA-10001950
CA-2015-102281,United States,New York City,New York,FUR-BO-10002613
CA-2015-102281,United States,New York City,New York,TEC-PH-10001552
CA-2015-102281,United States,New York City,New York,OFF-PA-10000061
CA-2015-102281,United States,New York City,New York,FUR-BO-10002545
CA-2015-102281,United States,New York City,New York,OFF-AR-10003514
CA-2015-131457,United States,Redlands,California,OFF-EN-10001509
CA-2014-140004,United States,Hamilton,Ohio,OFF-AR-10004685
CA-2014-140004,United States,Hamilton,Ohio,OFF-AR-10004027
CA-2017-107720,United States,Westfield,New Jersey,OFF-ST-10001414
US-2017-124303,United States,Philadelphia,Pennsylvania,OFF-BI-10000343
US-2017-124303,United States,Philadelphia,Pennsylvania,OFF-PA-10002749
CA-2017-105074,United States,Akron,Ohio,OFF-PA-10002666
CA-2014-133690,United States,Denver,Colorado,FUR-TA-10004289
CA-2014-133690,United States,Denver,Colorado,OFF-AP-10003622
US-2017-116701,United States,Dallas,Texas,OFF-AP-10003217
CA-2017-126382,United States,Franklin,Tennessee,FUR-FU-10002960
CA-2017-108329,United States,Whittier,California,TEC-PH-10001918
CA-2017-135860,United States,Saginaw,Michigan,OFF-ST-10000642
CA-2017-135860,United States,Saginaw,Michigan,TEC-PH-10001700
CA-2017-135860,United States,Saginaw,Michigan,OFF-BI-10003274
CA-2017-135860,United States,Saginaw,Michigan,OFF-FA-10000134
CA-2017-135860,United States,Saginaw,Michigan,OFF-ST-10001522
CA-2015-101007,United States,Dallas,Texas,TEC-AC-10001266
CA-2015-146262,United States,Medina,Ohio,OFF-LA-10004544
CA-2015-146262,United States,Medina,Ohio,FUR-BO-10004695
CA-2015-146262,United States,Medina,Ohio,TEC-PH-10002844
CA-2015-146262,United States,Medina,Ohio,TEC-MA-10000864
CA-2015-146262,United States,Medina,Ohio,TEC-AC-10000109
CA-2016-130162,United States,Los Angeles,California,OFF-ST-10001328
CA-2016-130162,United States,Los Angeles,California,TEC-PH-10002563
CA-2015-169397,United States,Dublin,Ohio,OFF-FA-10000585
CA-2015-169397,United States,Dublin,Ohio,OFF-PA-10004000
CA-2015-169397,United States,Dublin,Ohio,OFF-BI-10002852
CA-2015-169397,United States,Dublin,Ohio,FUR-FU-10000087
CA-2015-169397,United States,Dublin,Ohio,TEC-MA-10001148
CA-2015-169397,United States,Dublin,Ohio,OFF-AR-10001958
CA-2015-163055,United States,Detroit,Michigan,OFF-AR-10001026
CA-2015-163055,United States,Detroit,Michigan,FUR-TA-10003748
CA-2015-163055,United States,Detroit,Michigan,OFF-ST-10002485
US-2015-145436,United States,Columbia,Tennessee,FUR-CH-10004860
US-2015-145436,United States,Columbia,Tennessee,FUR-CH-10004477
US-2014-156216,United States,Charlotte,North Carolina,OFF-BI-10001679
US-2017-100930,United States,Tampa,Florida,FUR-TA-10001705
US-2017-100930,United States,Tampa,Florida,FUR-TA-10003473
US-2017-100930,United States,Tampa,Florida,OFF-BI-10001679
US-2017-100930,United States,Tampa,Florida,FUR-FU-10004017
US-2017-100930,United States,Tampa,Florida,TEC-AC-10003832
CA-2017-160514,United States,Santa Clara,California,OFF-PA-10002479
CA-2016-157749,United States,Chicago,Illinois,OFF-PA-10003349
CA-2016-157749,United States,Chicago,Illinois,FUR-FU-10000576
CA-2016-157749,United States,Chicago,Illinois,FUR-FU-10004351
CA-2016-157749,United States,Chicago,Illinois,TEC-PH-10000011
CA-2016-157749,United States,Chicago,Illinois,FUR-TA-10002607
CA-2016-157749,United States,Chicago,Illinois,FUR-FU-10002505
CA-2016-157749,United States,Chicago,Illinois,OFF-AR-10004685
CA-2014-131926,United States,Lakeville,Minnesota,FUR-CH-10004063
CA-2014-131926,United States,Lakeville,Minnesota,OFF-ST-10002276
CA-2014-131926,United States,Lakeville,Minnesota,OFF-PA-10004082
CA-2014-131926,United States,Lakeville,Minnesota,OFF-AP-10002945
CA-2014-131926,United States,Lakeville,Minnesota,OFF-PA-10000061
CA-2016-154739,United States,San Francisco,California,FUR-CH-10002965
CA-2016-145625,United States,San Diego,California,OFF-PA-10004569
CA-2016-145625,United States,San Diego,California,TEC-AC-10003832
CA-2016-146941,United States,New York City,New York,OFF-ST-10001228
CA-2016-146941,United States,New York City,New York,OFF-EN-10003296
US-2015-159982,United States,Chicago,Illinois,FUR-FU-10002505
US-2015-159982,United States,Chicago,Illinois,OFF-ST-10004804
US-2015-159982,United States,Chicago,Illinois,OFF-ST-10001590
US-2015-159982,United States,Chicago,Illinois,TEC-PH-10001580
CA-2017-163139,United States,New York City,New York,TEC-AC-10000290
CA-2017-163139,United States,New York City,New York,OFF-ST-10002790
CA-2017-163139,United States,New York City,New York,OFF-BI-10003460
US-2017-155299,United States,Pasadena,Texas,OFF-AP-10002203
US-2014-106992,United States,Houston,Texas,TEC-MA-10000822
US-2014-106992,United States,Houston,Texas,TEC-MA-10003353
CA-2016-125318,United States,Chicago,Illinois,TEC-PH-10001433
CA-2015-155040,United States,Brentwood,California,TEC-AC-10004469
CA-2017-136826,United States,Chapel Hill,North Carolina,OFF-AR-10003602
CA-2016-111010,United States,Morristown,New Jersey,OFF-FA-10003472
US-2017-145366,United States,Cincinnati,Ohio,OFF-ST-10004180
US-2017-145366,United States,Cincinnati,Ohio,OFF-EN-10004386
CA-2017-163979,United States,San Francisco,California,OFF-ST-10003208
CA-2015-155334,United States,San Francisco,California,TEC-AC-10003628
CA-2015-155334,United States,San Francisco,California,FUR-FU-10003274
CA-2015-155334,United States,San Francisco,California,OFF-BI-10002557
CA-2017-118136,United States,Inglewood,California,OFF-PA-10002615
CA-2017-118136,United States,Inglewood,California,OFF-AR-10001427
CA-2017-132976,United States,Philadelphia,Pennsylvania,OFF-PA-10000673
CA-2017-132976,United States,Philadelphia,Pennsylvania,OFF-PA-10004470
CA-2017-132976,United States,Philadelphia,Pennsylvania,OFF-ST-10000876
CA-2017-132976,United States,Philadelphia,Pennsylvania,OFF-LA-10002043
US-2015-161991,United States,Houston,Texas,OFF-BI-10004967
US-2015-161991,United States,Houston,Texas,TEC-PH-10001760
CA-2015-130890,United States,Los Angeles,California,FUR-TA-10002903
CA-2015-130883,United States,Portland,Oregon,OFF-PA-10000474
CA-2015-130883,United States,Portland,Oregon,TEC-AC-10001956
CA-2015-130883,United States,Portland,Oregon,OFF-PA-10004100
CA-2016-112697,United States,Tamarac,Florida,OFF-BI-10000778
CA-2016-112697,United States,Tamarac,Florida,OFF-AP-10002684
CA-2016-112697,United States,Tamarac,Florida,OFF-SU-10000646
CA-2016-110772,United States,Columbus,Ohio,OFF-FA-10002983
CA-2016-110772,United States,Columbus,Ohio,OFF-LA-10004689
CA-2016-110772,United States,Columbus,Ohio,TEC-AC-10002001
CA-2016-110772,United States,Columbus,Ohio,FUR-BO-10004709
CA-2014-111451,United States,Colorado Springs,Colorado,FUR-FU-10004091
CA-2014-111451,United States,Colorado Springs,Colorado,FUR-CH-10001891
CA-2014-111451,United States,Colorado Springs,Colorado,FUR-FU-10002918
CA-2014-111451,United States,Colorado Springs,Colorado,OFF-BI-10004593
CA-2014-111451,United States,Colorado Springs,Colorado,OFF-FA-10004854
CA-2016-142545,United States,Belleville,New Jersey,OFF-PA-10002105
CA-2016-142545,United States,Belleville,New Jersey,OFF-ST-10002756
CA-2016-142545,United States,Belleville,New Jersey,OFF-PA-10004243
CA-2016-142545,United States,Belleville,New Jersey,FUR-FU-10001861
CA-2016-142545,United States,Belleville,New Jersey,OFF-BI-10002706
US-2017-152380,United States,Chicago,Illinois,FUR-TA-10002533
CA-2015-144253,United States,New York City,New York,FUR-FU-10002671
CA-2014-130960,United States,Taylor,Michigan,OFF-AR-10003651
CA-2014-111003,United States,Lakewood,New Jersey,OFF-BI-10001072
CA-2014-111003,United States,Lakewood,New Jersey,OFF-AR-10002135
CA-2017-126774,United States,Arlington,Virginia,OFF-AR-10002804
CA-2016-142902,United States,Arvada,Colorado,FUR-FU-10001918
CA-2016-142902,United States,Arvada,Colorado,FUR-CH-10004086
CA-2016-142902,United States,Arvada,Colorado,FUR-FU-10001756
CA-2016-142902,United States,Arvada,Colorado,OFF-LA-10000634
CA-2014-120887,United States,Hackensack,New Jersey,FUR-FU-10001588
CA-2014-167850,United States,Saint Petersburg,Florida,TEC-PH-10002398
CA-2014-167850,United States,Saint Petersburg,Florida,OFF-PA-10001937
CA-2014-164259,United States,Philadelphia,Pennsylvania,OFF-AR-10003373
CA-2014-164973,United States,New York City,New York,FUR-CH-10002602
CA-2014-164973,United States,New York City,New York,TEC-MA-10002927
CA-2014-164973,United States,New York City,New York,TEC-PH-10004093
CA-2014-164973,United States,New York City,New York,TEC-AC-10000892
CA-2014-164973,United States,New York City,New York,OFF-ST-10002974
CA-2014-156601,United States,Long Beach,California,OFF-FA-10000624
CA-2016-162138,United States,Hesperia,California,OFF-BI-10004593
CA-2016-162138,United States,Hesperia,California,TEC-AC-10001908
CA-2017-153339,United States,Murfreesboro,Tennessee,FUR-FU-10001967
US-2016-141544,United States,Philadelphia,Pennsylvania,TEC-PH-10003645
US-2016-141544,United States,Philadelphia,Pennsylvania,OFF-ST-10000675
US-2016-141544,United States,Philadelphia,Pennsylvania,FUR-CH-10003312
US-2016-141544,United States,Philadelphia,Pennsylvania,OFF-LA-10001074
US-2016-141544,United States,Philadelphia,Pennsylvania,OFF-BI-10001524
US-2016-150147,United States,Philadelphia,Pennsylvania,TEC-PH-10004614
US-2016-150147,United States,Philadelphia,Pennsylvania,OFF-BI-10001153
US-2016-150147,United States,Philadelphia,Pennsylvania,OFF-BI-10001982
CA-2015-137946,United States,Los Angeles,California,OFF-BI-10001922
CA-2015-137946,United States,Los Angeles,California,TEC-CO-10001449
CA-2015-137946,United States,Los Angeles,California,OFF-BI-10004140
CA-2014-129924,United States,San Francisco,California,OFF-BI-10003314
CA-2014-129924,United States,San Francisco,California,FUR-TA-10004575
CA-2015-128167,United States,Layton,Utah,OFF-FA-10000490
CA-2014-122336,United States,Philadelphia,Pennsylvania,OFF-AR-10000122
CA-2014-122336,United States,Philadelphia,Pennsylvania,OFF-BI-10003656
CA-2014-122336,United States,Philadelphia,Pennsylvania,OFF-FA-10002780
CA-2014-122336,United States,Philadelphia,Pennsylvania,TEC-PH-10000702
US-2015-120712,United States,Austin,Texas,OFF-ST-10000107
CA-2017-169901,United States,San Francisco,California,TEC-PH-10002293
CA-2017-134306,United States,Lowell,Massachusetts,OFF-AR-10004027
CA-2017-134306,United States,Lowell,Massachusetts,OFF-PA-10000249
CA-2017-134306,United States,Lowell,Massachusetts,OFF-AR-10001374
CA-2016-129714,United States,New York City,New York,TEC-AC-10000290
CA-2016-129714,United States,New York City,New York,OFF-PA-10001970
CA-2016-129714,United States,New York City,New York,OFF-BI-10002160
CA-2016-129714,United States,New York City,New York,OFF-PA-10001970
CA-2016-129714,United States,New York City,New York,OFF-BI-10004995
CA-2016-138520,United States,New York City,New York,FUR-BO-10002268
CA-2016-138520,United States,New York City,New York,OFF-EN-10001137
CA-2016-138520,United States,New York City,New York,OFF-AR-10002399
CA-2016-138520,United States,New York City,New York,OFF-PA-10002713
CA-2016-130001,United States,Charlotte,North Carolina,OFF-PA-10002666
CA-2017-155698,United States,Columbus,Georgia,OFF-AP-10001124
CA-2017-155698,United States,Columbus,Georgia,OFF-LA-10001158
CA-2017-144904,United States,New York City,New York,OFF-LA-10001158
CA-2017-144904,United States,New York City,New York,FUR-CH-10000785
CA-2017-144904,United States,New York City,New York,OFF-AR-10003732
CA-2017-144904,United States,New York City,New York,FUR-FU-10000023
CA-2014-123344,United States,San Francisco,California,OFF-ST-10001713
CA-2016-155516,United States,Manchester,Connecticut,OFF-BI-10002412
CA-2016-155516,United States,Manchester,Connecticut,OFF-SU-10001225
CA-2016-155516,United States,Manchester,Connecticut,OFF-ST-10002406
CA-2016-155516,United States,Manchester,Connecticut,FUR-BO-10002545
CA-2017-104745,United States,Harlingen,Texas,OFF-PA-10002036
CA-2017-104745,United States,Harlingen,Texas,OFF-ST-10002205
US-2014-119137,United States,Tucson,Arizona,OFF-BI-10001982
US-2014-119137,United States,Tucson,Arizona,TEC-AC-10003911
US-2014-119137,United States,Tucson,Arizona,OFF-AR-10000658
US-2014-119137,United States,Tucson,Arizona,TEC-AC-10002076
US-2016-134656,United States,Quincy,Illinois,OFF-PA-10003039
US-2017-134481,United States,Franklin,Massachusetts,FUR-TA-10004915
CA-2015-130792,United States,Houston,Texas,OFF-AP-10000696
CA-2015-130792,United States,Houston,Texas,OFF-ST-10003327
CA-2015-130792,United States,Houston,Texas,OFF-BI-10000309
CA-2016-134775,United States,San Francisco,California,OFF-PA-10004734
CA-2016-134775,United States,San Francisco,California,OFF-BI-10002225
CA-2015-125395,United States,Taylor,Michigan,TEC-AC-10004708
US-2015-168935,United States,Pembroke Pines,Florida,FUR-TA-10000617
US-2015-168935,United States,Pembroke Pines,Florida,TEC-AC-10002335
CA-2015-122756,United States,Philadelphia,Pennsylvania,TEC-MA-10001681
CA-2015-122756,United States,Philadelphia,Pennsylvania,FUR-FU-10001935
CA-2014-115973,United States,Cincinnati,Ohio,OFF-AR-10004757
CA-2017-101798,United States,New York City,New York,OFF-BI-10000050
CA-2017-101798,United States,New York City,New York,TEC-AC-10001998
US-2014-135972,United States,Des Moines,Washington,TEC-PH-10003012
US-2014-135972,United States,Des Moines,Washington,TEC-CO-10002313
US-2014-134971,United States,Peoria,Illinois,OFF-BI-10003982
CA-2017-102946,United States,Las Vegas,Nevada,OFF-BI-10004492
CA-2017-165603,United States,Warwick,Rhode Island,OFF-ST-10000798
CA-2017-165603,United States,Warwick,Rhode Island,OFF-PA-10002552
CA-2015-122259,United States,Jackson,Michigan,OFF-SU-10002573
CA-2016-108987,United States,Houston,Texas,OFF-ST-10001580
CA-2016-108987,United States,Houston,Texas,FUR-BO-10004834
CA-2016-108987,United States,Houston,Texas,OFF-ST-10000934
CA-2016-108987,United States,Houston,Texas,TEC-AC-10000158
CA-2014-113166,United States,Miami,Florida,OFF-PA-10001947
CA-2014-155208,United States,Wilmington,North Carolina,OFF-AR-10003478
CA-2017-117933,United States,New York City,New York,OFF-AP-10004249
CA-2017-117457,United States,San Francisco,California,TEC-AC-10000158
CA-2017-117457,United States,San Francisco,California,TEC-CO-10004115
CA-2017-117457,United States,San Francisco,California,OFF-PA-10003724
CA-2017-117457,United States,San Francisco,California,FUR-TA-10002041
CA-2017-117457,United States,San Francisco,California,OFF-PA-10002893
CA-2017-117457,United States,San Francisco,California,OFF-LA-10003766
CA-2017-117457,United States,San Francisco,California,OFF-PA-10001970
CA-2017-117457,United States,San Francisco,California,FUR-BO-10001972
CA-2017-117457,United States,San Francisco,California,FUR-CH-10003956
CA-2017-142636,United States,Seattle,Washington,OFF-PA-10000157
CA-2017-142636,United States,Seattle,Washington,FUR-CH-10001891
CA-2017-122105,United States,Huntington Beach,California,OFF-AR-10004344
CA-2016-148796,United States,Los Angeles,California,FUR-CH-10004886
CA-2017-154816,United States,Richmond,Kentucky,OFF-PA-10003845
CA-2017-110478,United States,Los Angeles,California,OFF-AR-10001573
CA-2017-110478,United States,Los Angeles,California,OFF-EN-10000483
CA-2014-142048,United States,Louisville,Colorado,TEC-AC-10004114
CA-2017-125388,United States,Lawrence,Massachusetts,FUR-FU-10004712
CA-2017-125388,United States,Lawrence,Massachusetts,OFF-ST-10000918
CA-2017-155705,United States,Jackson,Mississippi,FUR-CH-10000015
CA-2017-149160,United States,Canton,Michigan,FUR-FU-10003347
CA-2017-149160,United States,Canton,Michigan,OFF-BI-10001543
