CA-2016-111682,17/06/16,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,0.0,15.552
CA-2016-111682,17/06/16,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,0.1,7.098
CA-2016-111682,17/06/16,OFF-PA-10000587,Office Supplies,Paper,Array Parchment Paper, Assorted Colors,0.0,6.989
CA-2016-111682,17/06/16,TEC-AC-10002167,Technology,Accessories,Imation?8gb Micro Traveldrive Usb 2.0?Flash Drive,0.0,3.3
CA-2016-111682,17/06/16,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,0.2,16.362
CA-2016-111682,17/06/16,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,0.0,0.84
CA-2015-135545,24/11/15,TEC-AC-10004633,Technology,Accessories,Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack,0.0,6.151
CA-2015-135545,24/11/15,OFF-BI-10001078,Office Supplies,Binders,Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8" X 11",0.2,9.361
CA-2015-135545,24/11/15,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,0.0,68.963
CA-2015-135545,24/11/15,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,0.0,22.333
US-2015-164175,30/04/15,FUR-CH-10001146,Furniture,Chairs,Global Value Mid-Back Manager's Chair, Gray,0.3,-15.223
CA-2014-106376,05/12/14,OFF-AR-10002671,Office Supplies,Art,Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige,0.2,111.302
CA-2014-106376,05/12/14,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,0.2,62.988
CA-2016-119823,04/06/16,OFF-PA-10000482,Office Supplies,Paper,Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate,0.0,35.664
CA-2016-106075,18/09/16,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,0.2,1.731
CA-2017-114440,14/09/17,OFF-PA-10004675,Office Supplies,Paper,Telephone Message Books with Fax/Mobile Section, 5 1/2" x 3 3/16",0.0,8.763
US-2015-134026,26/04/15,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,0.2,-114.391
US-2015-134026,26/04/15,FUR-FU-10003708,Furniture,Furnishings,Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36" x 48",0.2,1.213
US-2015-134026,26/04/15,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,0.2,-18.196
US-2017-118038,09/12/17,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,0.8,-1.934
US-2017-118038,09/12/17,FUR-FU-10000260,Furniture,Furnishings,6" Cubicle Wall Clock, Black,0.6,-5.825
US-2017-118038,09/12/17,OFF-ST-10000615,Office Supplies,Storage,SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h,0.2,2.724
US-2014-147606,26/11/14,FUR-FU-10003194,Furniture,Furnishings,Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak,0.6,-14.475
CA-2016-127208,12/06/16,OFF-AP-10002118,Office Supplies,Appliances,1.7 Cubic Foot Compact "Cube" Office Refrigerators,0.0,56.203
CA-2016-127208,12/06/16,OFF-BI-10002309,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,0.0,8.035
CA-2014-139451,12/10/14,OFF-AR-10002053,Office Supplies,Art,Premium Writing Pencils, Soft, #2 by Central Association for the Blind,0.0,4.172
CA-2014-139451,12/10/14,OFF-ST-10002370,Office Supplies,Storage,Sortfiler Multipurpose Personal File Organizer, Black,0.0,6.203
CA-2015-149734,03/09/15,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0.2,62.807
US-2017-119662,13/11/17,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,0.2,-48.955
CA-2017-140088,28/05/17,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,0.0,33.216
CA-2017-155558,26/10/17,TEC-AC-10001998,Technology,Accessories,Logitech?LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,0.0,6.797
CA-2017-155558,26/10/17,OFF-LA-10000134,Office Supplies,Labels,Avery 511,0.0,2.957
CA-2016-159695,05/04/16,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,0.2,13.857
CA-2016-109806,17/09/16,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,0.0,6.633
CA-2016-109806,17/09/16,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,0.2,8.278
CA-2016-109806,17/09/16,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,0.0,3.11
CA-2015-149587,31/01/15,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,0.0,6.221
CA-2015-149587,31/01/15,FUR-FU-10003799,Furniture,Furnishings,Seth Thomas 13 1/2" Wall Clock,0.0,16.535
CA-2015-149587,31/01/15,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,0.0,16.15
US-2017-109484,06/11/17,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,0.7,-3.788
CA-2017-161018,09/11/17,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,0.0,40.543
CA-2017-157833,17/06/17,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,0.2,17.959
CA-2016-149223,06/09/16,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,0.0,22.585
CA-2016-158568,29/08/16,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,0.2,22.618
CA-2016-158568,29/08/16,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,0.2,-10.797
CA-2016-158568,29/08/16,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,0.8,-3.04
CA-2016-129903,01/12/16,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),0.0,11.721
US-2015-156867,13/11/15,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,0.2,-26.876
US-2015-156867,13/11/15,FUR-FU-10004006,Furniture,Furnishings,Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting,0.2,-3.839
US-2015-156867,13/11/15,OFF-BI-10002794,Office Supplies,Binders,Avery Trapezoid Ring Binder, 3" Capacity, Black, 1040 sheets,0.7,-25.817
CA-2017-119004,23/11/17,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,0.2,17.602
CA-2017-119004,23/11/17,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,0.2,2.099
CA-2017-119004,23/11/17,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,0.2,1.074
CA-2015-129476,15/10/15,TEC-AC-10000844,Technology,Accessories,Logitech?Gaming G510s - Keyboard,0.2,67.992
CA-2017-146780,25/12/17,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,0.0,10.91
CA-2016-128867,03/11/16,OFF-AR-10000380,Office Supplies,Art,Hunt PowerHouse Electric Pencil Sharpener, Blue,0.0,22.788
CA-2016-128867,03/11/16,OFF-BI-10003981,Office Supplies,Binders,Avery Durable Plastic 1" Binders,0.0,13.348
CA-2014-115259,25/08/14,OFF-FA-10000621,Office Supplies,Fasteners,OIC Colored Binder Clips, Assorted Sizes,0.2,14.535
CA-2014-115259,25/08/14,OFF-EN-10002600,Office Supplies,Envelopes,Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2,0.2,1.652
CA-2014-115259,25/08/14,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,0.2,7.492
CA-2014-115259,25/08/14,OFF-EN-10002504,Office Supplies,Envelopes,Tyvek  Top-Opening Peel & Seel Envelopes, Plain White,0.2,44.032
CA-2015-110457,02/03/15,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,0.0,165.381
US-2015-136476,05/04/15,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,0.7,-115.716
CA-2016-103730,12/06/16,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,0.0,18.346
CA-2016-103730,12/06/16,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,0.0,13.878
CA-2016-103730,12/06/16,OFF-ST-10000777,Office Supplies,Storage,Companion Letter/Legal File, Black,0.0,63.437
CA-2016-103730,12/06/16,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,0.0,51.759
CA-2016-103730,12/06/16,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,0.0,19.732
US-2014-152030,26/12/14,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,0.3,-8.579
US-2014-134614,20/09/14,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,0.5,-407.682
US-2017-107272,05/11/17,OFF-BI-10003274,Office Supplies,Binders,Avery Durable Slant Ring Binders, No Labels,0.7,-1.831
US-2017-107272,05/11/17,OFF-ST-10002974,Office Supplies,Storage,Trav-L-File Heavy-Duty Shuttle II, Black,0.2,30.499
US-2016-125969,06/11/16,FUR-CH-10001146,Furniture,Chairs,Global Task Chair, Black,0.2,-9.16
US-2016-125969,06/11/16,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,0.0,26.242
US-2017-164147,02/02/17,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,0.4,-11.994
US-2017-164147,02/02/17,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,0.2,29.364
US-2017-164147,02/02/17,OFF-FA-10002780,Office Supplies,Fasteners,Staples,0.2,6.973
CA-2016-145583,13/10/16,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,0.0,9.619
CA-2016-145583,13/10/16,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,0.0,16.657
CA-2016-145583,13/10/16,OFF-AR-10001149,Office Supplies,Art,Sanford Colorific Colored Pencils, 12/Box,0.0,3.456
CA-2016-145583,13/10/16,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,0.0,1.97
CA-2016-145583,13/10/16,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,0.2,26.662
CA-2016-145583,13/10/16,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,0.0,18.446
CA-2016-145583,13/10/16,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,0.0,20.698
CA-2016-110366,05/09/16,FUR-FU-10004848,Furniture,Furnishings,Howard Miller 13-3/4" Diameter Brushed Chrome Round Wall Clock,0.2,10.35
CA-2017-106180,18/09/17,OFF-AR-10000940,Office Supplies,Art,Newell 343,0.0,2.381
CA-2017-106180,18/09/17,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,0.0,5.104
CA-2017-106180,18/09/17,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,0.0,68.976
CA-2017-155376,22/12/17,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,0.0,218.252
CA-2015-110744,07/09/15,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,0.0,20.158
CA-2014-110072,22/10/14,FUR-FU-10000521,Furniture,Furnishings,Seth Thomas 14" Putty-Colored Wall Clock,0.2,12.91
CA-2016-114489,05/12/16,TEC-PH-10000215,Technology,Phones,Plantronics Cordless?Phone Headset?with In-line Volume - M214C,0.0,103.802
CA-2016-114489,05/12/16,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,0.0,5.999
CA-2016-114489,05/12/16,FUR-CH-10000454,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back,0.0,585.552
CA-2016-114489,05/12/16,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,0.0,80.629
CA-2016-158834,13/03/16,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,0.2,17.766
CA-2016-158834,13/03/16,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded?Headset,0.2,15.239
CA-2015-124919,31/05/15,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,0.0,26.271
CA-2015-124919,31/05/15,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,0.0,48.539
CA-2015-124919,31/05/15,OFF-ST-10001590,Office Supplies,Storage,Tenex Personal Project File with Scoop Front Design, Black,0.0,21.029
CA-2015-118948,28/05/15,OFF-AR-10001547,Office Supplies,Art,Newell 311,0.0,1.79
CA-2014-104269,01/03/14,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,0.2,51.476
CA-2016-114104,20/11/16,OFF-LA-10002475,Office Supplies,Labels,Avery 519,0.0,6.871
CA-2016-114104,20/11/16,TEC-PH-10004536,Technology,Phones,Avaya 5420 Digital phone,0.0,236.233
CA-2016-162733,11/05/16,OFF-PA-10002751,Office Supplies,Paper,Xerox 1920,0.0,2.691
CA-2015-119697,28/12/15,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,0.2,1.36
CA-2016-154508,16/11/16,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,0.0,13.348
CA-2016-113817,07/11/16,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,0.2,9.688
CA-2014-139892,08/09/14,OFF-AR-10004441,Office Supplies,Art,BIC Brite Liner Highlighters,0.2,2.732
CA-2014-139892,08/09/14,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,0.4,-1359.992
CA-2014-139892,08/09/14,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,0.2,-58.635
CA-2014-139892,08/09/14,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,0.3,-24.858
CA-2014-139892,08/09/14,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,0.2,6.814
CA-2014-139892,08/09/14,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,0.8,-453.849
CA-2014-139892,08/09/14,TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,0.2,8.999
CA-2014-118962,05/08/14,OFF-PA-10000659,Office Supplies,Paper,Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6? x 11?,0.0,9.842
CA-2014-118962,05/08/14,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,0.0,53.261
CA-2014-118962,05/08/14,FUR-CH-10003817,Furniture,Chairs,Global Value Steno Chair, Gray,0.2,21.259
US-2014-100853,14/09/14,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,0.8,-131.12
US-2014-100853,14/09/14,OFF-LA-10003148,Office Supplies,Labels,Avery 51,0.2,6.552
US-2017-152366,21/04/17,OFF-AP-10002684,Office Supplies,Appliances,Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection,0.8,-243.16
US-2015-101511,21/11/15,FUR-CH-10004698,Furniture,Chairs,Padded Folding Chairs, Black, 4/Carton,0.3,-11.337
US-2015-101511,21/11/15,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,0.2,-3.772
CA-2015-137225,15/12/15,OFF-AR-10001940,Office Supplies,Art,Sanford Colorific Eraseable Coloring Pencils, 12 Count,0.0,1.41
CA-2014-166191,05/12/14,OFF-ST-10003455,Office Supplies,Storage,Tenex File Box, Personal Filing Tote with Lid, Black,0.2,1.861
CA-2014-166191,05/12/14,TEC-AC-10004659,Technology,Accessories,Imation?Secure+ Hardware Encrypted USB 2.0?Flash Drive; 16GB,0.2,76.639
CA-2014-158274,19/11/14,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,0.0,131.03
CA-2014-158274,19/11/14,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),0.0,41.986
CA-2014-158274,19/11/14,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,0.0,7.25
CA-2016-105018,28/11/16,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,0.0,3.437
CA-2014-123260,26/08/14,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,0.0,22.984
CA-2016-157000,16/07/16,OFF-ST-10001328,Office Supplies,Storage,Personal Filing Tote with Lid, Black/Gray,0.2,3.722
CA-2016-157000,16/07/16,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,0.2,6.255
CA-2015-102281,12/10/15,FUR-BO-10002613,Furniture,Bookcases,Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors,0.2,112.392
CA-2015-102281,12/10/15,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,0.0,20.093
CA-2015-102281,12/10/15,OFF-PA-10000061,Office Supplies,Paper,Xerox 205,0.0,24.883
CA-2015-102281,12/10/15,FUR-BO-10002545,Furniture,Bookcases,Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors,0.2,46.976
CA-2015-102281,12/10/15,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,0.0,6.567
CA-2015-131457,31/10/15,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,0.0,6.712
CA-2014-140004,21/03/14,OFF-AR-10004685,Office Supplies,Art,Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set,0.2,1.204
CA-2014-140004,21/03/14,OFF-AR-10004027,Office Supplies,Art,Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box,0.2,1.588
CA-2017-107720,06/11/17,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,0.0,12.028
US-2017-124303,06/07/17,OFF-BI-10000343,Office Supplies,Binders,Pressboard Covers with Storage Hooks, 9 1/2" x 11", Light Blue,0.7,-2.259
US-2017-124303,06/07/17,OFF-PA-10002749,Office Supplies,Paper,Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page,0.2,5.82
CA-2017-105074,24/06/17,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,0.2,6.795
CA-2014-133690,03/08/14,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.5,-161.875
CA-2014-133690,03/08/14,OFF-AP-10003622,Office Supplies,Appliances,Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack,0.2,0.292
US-2017-116701,17/12/17,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,0.8,-178.967
CA-2017-126382,03/06/17,FUR-FU-10002960,Furniture,Furnishings,Eldon 200 Class Desk Accessories, Burgundy,0.2,9.671
CA-2017-108329,09/12/17,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,0.2,44.477
CA-2017-135860,01/12/17,OFF-ST-10000642,Office Supplies,Storage,Tennsco Lockers, Gray,0.0,5.874
CA-2017-135860,01/12/17,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,0.0,35.635
CA-2017-135860,01/12/17,OFF-BI-10003274,Office Supplies,Binders,Avery Durable Slant Ring Binders, No Labels,0.0,7.482
